date,country,cds_spread,risk_free_rate,B_f,LCL_usd,sigma_lcl,implied_V_M0,implied_sigma_V_M0,cca_converged_M0,implied_V_M1,implied_sigma_V_M1,cca_converged_M1,convenience_yield,implied_V_M2,implied_sigma_V_M2,cca_converged_M2,lambda_annual,group,exporter,DD_M0,DD_M1,DD_M2
2015-01-04,Brazil,207.97,0.0222,622.6488400000001,805.96795740989,0.1691149950763337,1363.199154630469,0.0999882721739818,True,1210.0787270831372,0.0999882721740149,True,-0.1579637848074127,1363.1940902195247,0.108931710730262,True,8.155143423832989,Exporter,1.0,3.5048073425747077,2.9718950511511735,3.2170427389277982
2015-01-11,Brazil,201.92,0.0222,622.6488400000001,825.5754002840185,0.1705800817642371,1382.8064971543754,0.1018432925837181,True,1202.43954243218,0.1018432925837552,True,-0.1854262178680968,1382.801876138812,0.110170261426811,True,7.705557631254091,Exporter,1.0,3.503679240362747,2.8899542699468777,3.2388480420116026
2015-01-18,Brazil,205.65,0.0222,622.6488400000001,828.4633180961553,0.1705010408566339,1385.6944469821874,0.1019392458097321,True,1224.4658298080144,0.1019392458097691,True,-0.1639527169838928,1385.6892507471478,0.1109627110431858,True,8.384938910883598,Exporter,1.0,3.509533991170616,2.9668690135589433,3.2241242830543086
2015-01-25,Brazil,193.65,0.0222,622.6488400000001,841.7086561518994,0.1692594836754159,1398.9400461117798,0.1018410189226238,True,1226.1368371111705,0.1018410189226453,True,-0.1748231364197304,1398.9354969294625,0.1109975840780854,True,8.506863620477713,Exporter,1.0,3.554695179702139,2.975719228384996,3.261443280775647
2015-02-01,Brazil,212.77,0.0217,621.24774,805.2046121749763,0.1700252092454822,1362.5734441589357,0.1004775366041491,True,1207.3923758961316,0.100477536604198,True,-0.1602159595464554,1362.5674960370786,0.1098559842041736,True,8.60907893308385,Exporter,1.0,3.495724404453964,2.957558647910268,3.197275297281159
2015-02-08,Brazil,229.48,0.0217,621.24774,776.2405726951206,0.1738432291170986,1333.6083304743236,0.101190911387133,True,1206.053635199292,0.1011909113873435,True,-0.1329931530251255,1333.599069606986,0.1107422254314641,True,8.831137734961025,Exporter,1.0,3.3761190626496975,2.93180547155897,3.0849069359981223
2015-02-15,Brazil,235.35,0.0217,621.24774,761.9853410101833,0.1748650569077345,1319.3526325305177,0.100996734740628,True,1245.9713334397804,0.1009967347410617,True,-0.0749652334773636,1319.3430395644807,0.1100034988346919,True,8.28998791264736,Exporter,1.0,3.3350217794576795,3.0816260252268317,3.061930410361835
2015-02-22,Brazil,235.89,0.0217,621.24774,753.1082192835655,0.1743207607170283,1310.4755562929836,0.1001834888893921,True,1221.9511145859788,0.1001834888898295,True,-0.091917535684517,1310.4661419803294,0.1090879062475272,True,8.128638703411497,Exporter,1.0,3.3319575136687996,3.0197436756012705,3.0599534566937825
2015-03-01,Brazil,235.88,0.0168,607.51696,775.2310822442553,0.1765231908980881,1333.7977229627152,0.1026037281505855,True,1248.8407405056885,0.1026037281511988,True,-0.0864101550574809,1333.7876116180162,0.1115156956892115,True,8.32346641060847,Exporter,1.0,3.4276651859022493,3.140802512959237,3.1537070586504328
2015-03-08,Brazil,253.64,0.0168,607.51696,718.8230289735859,0.1921444676280538,1277.3768787713136,0.1081476832604747,True,1196.8393961813815,0.1081476832605478,True,-0.08549060932975,1277.3503549396476,0.1159265775536123,True,7.584145071576028,Exporter,1.0,3.073222752985017,2.8039194871811026,2.8669235452336577
2015-03-15,Brazil,302.25,0.0168,607.51696,677.3588183516697,0.2007996565675794,1235.8947190157962,0.1100972387950025,True,1113.3072082821643,0.1100972387959594,True,-0.1377571343302729,1235.843783887456,0.1183581149043995,True,8.187934488258595,Exporter,1.0,2.884703058553686,2.4603873514761965,2.6832077401785215
2015-03-22,Brazil,291.2898,0.0168,607.51696,681.5404531535916,0.2006353282988505,1240.0771686510968,0.110311723834431,True,1126.3116862759612,0.1103117238353103,True,-0.1267608419540538,1240.0306115933995,0.1181678262906299,True,7.789327994082119,Exporter,1.0,2.892790647679627,2.502684631260497,2.7003283609070343
2015-03-29,Brazil,285.95,0.0168,607.51696,677.2707838524447,0.1983762352936145,1235.811747103872,0.1087559750666056,True,1120.373847560738,0.1087559750672158,True,-0.1292167385325054,1235.7669046190672,0.116926055383104,True,8.004976404557853,Exporter,1.0,2.9200033980639652,2.5167494413616467,2.7158325652232294
2015-04-05,Brazil,259.48,0.0208,618.72576,735.9204742427992,0.2127278635756757,1293.472387344836,0.1211031240352895,True,1147.0597256831802,0.1211031240383932,True,-0.1585846971206449,1293.4140812997955,0.1282161113470475,True,7.680461418578111,Exporter,1.0,2.723181792224501,2.279567441563436,2.57195183446507
2015-04-12,Brazil,245.19,0.0208,618.72576,746.7843792924108,0.2131532927355051,1304.3366427888998,0.1221094628753083,True,1213.6832299378527,0.1221094628788614,True,-0.0941071687434335,1304.286473934358,0.1284897572335433,True,6.926849823778328,Exporter,1.0,2.7313723761144404,2.467551949527774,2.595609326223379
2015-04-19,Brazil,241.81,0.0208,618.72576,755.3055396969996,0.2134495994774195,1312.858198746293,0.1228704096535266,True,1252.9332966261925,0.1228704096569645,True,-0.0602885675020527,1312.8099891061158,0.1291080164674162,True,6.810288774147373,Exporter,1.0,2.7381585975715916,2.5681140765140436,2.605742503785761
2015-04-26,Brazil,220.11,0.0208,618.72576,778.1358181095579,0.2157179873343359,1335.684383296724,0.125745066044223,True,1277.602333057478,0.1257450660478756,True,-0.0572738860033966,1335.6410603855063,0.1313162808377686,True,6.205567383411147,Exporter,1.0,2.7368659189691837,2.5787482351659867,2.620641385327027
2015-05-03,Brazil,237.95,0.0187,612.8411400000001,774.4032720768671,0.2152233317992127,1332.4791977541918,0.1251547455534301,True,1271.534321827258,0.1251547455571118,True,-0.0604290484048616,1332.4368776556844,0.1306531219245031,True,6.094891294281151,Exporter,1.0,2.775337690700124,2.608047317731135,2.658432293627772
