date,country,cds_spread,risk_free_rate,B_f,LCL_usd,sigma_lcl,convenience_yield,implied_V,implied_sigma_V,cca_converged
2015-01-04,Brazil,207.97,0.0222,622.6488400000001,805.96795740989,0.1691149950763337,-0.15796378480741274,1116.8383103027058,0.09998827217409322,True
2015-01-11,Brazil,201.92,0.0222,622.6488400000001,825.5754002840185,0.17058008176423717,-0.18542621786809688,1094.620034288864,0.10184329258384216,True
2015-01-18,Brazil,205.65,0.0222,622.6488400000001,828.4633180961553,0.17050104085663392,-0.16395271698389288,1126.6252516616605,0.10193924580985697,True
2015-01-25,Brazil,193.65,0.0222,622.6488400000001,841.7086561518994,0.16925948367541593,-0.17482313641973043,1122.0538471326067,0.10184101892269666,True
2015-02-01,Brazil,212.77,0.0217,621.24774,805.2046121749763,0.17002520924548223,-0.16021595954645548,1112.957950020892,0.10047753660431558,True
2015-02-08,Brazil,229.48,0.0217,621.24774,776.2405726951206,0.1738432291170986,-0.13299315302512557,1126.8800461488067,0.10119091138784377,True
2015-02-15,Brazil,235.35,0.0217,621.24774,761.9853410101833,0.17486505690773455,-0.07496523347736368,1197.9978838342977,0.10099673474215917,True
2015-02-22,Brazil,235.89,0.0217,621.24774,753.1082192835655,0.1743207607170283,-0.09191753568451706,1164.9833872068878,0.10018348889094313,True
2015-03-01,Brazil,235.88,0.0168,607.51696,775.2310822442553,0.1765231908980881,-0.0864101550574809,1193.8942692030507,0.10260372815270594,True
2015-03-08,Brazil,253.64,0.0168,607.51696,718.8230289735859,0.19214446762805387,-0.08549060932975,1144.7081117517926,0.10814768328532348,True
2015-03-15,Brazil,302.25,0.0168,607.51696,677.3588183516697,0.20079965656757942,-0.13775713433027295,1037.0973246112387,0.11009723879806352,True
2015-03-22,Brazil,291.2898,0.0168,607.51696,681.5404531535916,0.2006353282988505,-0.12676084195405388,1054.9729384951195,0.11031172383724862,True
2015-03-29,Brazil,285.95,0.0168,607.51696,677.2707838524447,0.19837623529361456,-0.12921673853250545,1048.1263719094516,0.10875597506857639,True
2015-04-05,Brazil,259.48,0.0208,618.72576,735.9204742427992,0.2127278635756757,-0.15858469712064494,1057.3799498035735,0.12110312405965085,True
2015-04-12,Brazil,245.19,0.0208,618.72576,746.7843792924108,0.2131532927355051,-0.09410716874343351,1154.9076542185776,0.12210946288661796,True
2015-04-19,Brazil,241.81,0.0208,618.72576,755.3055396969996,0.21344959947741954,-0.06028856750205279,1212.4845994013754,0.12287040966450152,True
2015-04-26,Brazil,220.11,0.0208,618.72576,778.1358181095579,0.21571798733433598,-0.057273886003396654,1238.2211077223235,0.1257450660557976,True
2015-05-03,Brazil,237.95,0.0187,612.8411400000001,774.4032720768671,0.2152233317992127,-0.060429048404861636,1230.415202993418,0.1251547455650742,True
2015-05-10,Brazil,222.26,0.0187,612.8411400000001,785.1653579312409,0.2156768098122574,-0.0658616090135366,1231.9726140318942,0.12614123003596742,True
2015-05-17,Brazil,228.93,0.0187,612.8411400000001,778.9088742229528,0.215808632404222,-0.04153262566010461,1263.9801163975756,0.1258008399482106,True
2015-05-24,Brazil,220.46,0.0187,612.8411400000001,754.3264961250642,0.2180727412753234,-0.04297255585636112,1238.496553240984,0.12543222796538503,True
2015-05-31,Brazil,231.01,0.0212,619.8466400000001,720.132232808983,0.22228377194009832,-0.04632602354202803,1200.563151534161,0.12542168256504777,True
2015-06-07,Brazil,247.9,0.0212,619.8466400000001,728.3756619705233,0.2226645581414575,-0.050264481208304276,1202.3836864897535,0.12625828198375408,True
2015-06-14,Brazil,242.18,0.0212,619.8466400000001,734.2834527652882,0.22254598439392168,-0.07082244127071136,1177.2104129063805,0.12662927808798677,True
2015-06-21,Brazil,240.17,0.0212,619.8466400000001,739.252408752324,0.22269562021170294,-0.07535273377773792,1175.0732949704382,0.12708159720855006,True
2015-06-28,Brazil,256.0898,0.0212,619.8466400000001,731.6959320257795,0.22215523010084678,-0.06583858750377405,1182.1745863762544,0.12621330931872685,True
2015-07-05,Brazil,249.89,0.0219,621.8081800000001,763.9461349960022,0.21253557661548278,-0.03855198478536302,1253.5074982409785,0.12295642801411405,True
2015-07-12,Brazil,251.79,0.0219,621.8081800000001,758.0071788817905,0.21260086704038628,-0.05673442514661585,1219.9899764575662,0.12259091936078222,True
2015-07-19,Brazil,262.49,0.0219,621.8081800000001,751.1821685885069,0.2126993796735222,-0.05369758929466449,1218.3164794673519,0.12217965312735048,True
2015-07-26,Brazil,293.25,0.0219,621.8081800000001,713.680534038896,0.21815846569938172,-0.07598584124112062,1150.7846382654109,0.12260919286169782,True
2015-08-02,Brazil,288.8699,0.0243,628.5334600000001,685.5660654790098,0.2212006766170015,-0.09539767880423357,1097.7016893859827,0.12222073333717016,True
2015-08-09,Brazil,327.8999,0.0243,628.5334600000001,668.7957436491321,0.22206499123378165,-0.12644976091814114,1041.5146901547944,0.12134958946262925,True
2015-08-16,Brazil,300.5698,0.0243,628.5334600000001,673.1349177885235,0.2218927367147128,-0.11845841306512579,1055.7110890355077,0.12160794887982479,True
