date,country,cds_spread,risk_free_rate,B_f,LCL_usd,sigma_lcl,convenience_yield,implied_V,implied_sigma_V,cca_converged
2015-01-04,Brazil,207.97,0.0222,622.6488400000001,805.96795740989,0.16911499507633374,-0.15796378480741274,1310.3158302642764,0.09998827217398512,True
2015-01-11,Brazil,201.92,0.0222,622.6488400000001,825.5754002840185,0.17058008176423717,-0.18542621786809688,1320.0657830785954,0.10184329258372186,True
2015-01-18,Brazil,205.65,0.0222,622.6488400000001,828.4633180961553,0.17050104085663392,-0.16395271698389288,1329.9374166885973,0.1019392458097359,True
2015-01-25,Brazil,193.65,0.0222,622.6488400000001,841.7086561518994,0.16925948367541593,-0.17482313641973043,1339.006673966882,0.10184101892262598,True
2015-02-01,Brazil,212.77,0.0217,621.24774,805.2046121749763,0.17002520924548223,-0.16021595954645548,1308.9663812085812,0.10047753660415407,True
2015-02-08,Brazil,229.48,0.0217,621.24774,776.2405726951206,0.1738432291170986,-0.13299315302512557,1289.883943688437,0.10119091138715423,True
2015-02-15,Brazil,235.35,0.0217,621.24774,761.9853410101833,0.17486505690773455,-0.07496523347736368,1294.7123689681782,0.10099673474067059,True
2015-02-22,Brazil,235.89,0.0217,621.24774,753.1082192835655,0.17432076071702832,-0.09191753568451706,1280.5622684359103,0.10018348888943496,True
2015-03-01,Brazil,235.88,0.0168,607.51696,775.2310822442553,0.1765231908980881,-0.0864101550574809,1305.1472624964724,0.10260372815064643,True
2015-03-08,Brazil,253.64,0.0168,607.51696,718.8230289735859,0.1921444676280539,-0.08549060932975,1250.2258070389676,0.1081476832604823,True
2015-03-15,Brazil,302.25,0.0168,607.51696,677.3588183516697,0.20079965656757942,-0.13775713433027295,1193.9044346243347,0.11009723879510123,True
2015-03-22,Brazil,291.2898,0.0168,607.51696,681.5404531535916,0.20063532829885053,-0.12676084195405388,1201.2408957455423,0.11031172383452169,True
2015-03-29,Brazil,285.95,0.0168,607.51696,677.2707838524447,0.1983762352936146,-0.12921673853250545,1196.3745034523506,0.1087559750666683,True
2015-04-05,Brazil,259.48,0.0208,618.72576,735.9204742427992,0.21272786357567575,-0.15858469712064494,1243.0300465701016,0.12110312403561437,True
2015-04-12,Brazil,245.19,0.0208,618.72576,746.7843792924108,0.2131532927355051,-0.09410716874343351,1273.8020775262703,0.12210946287567565,True
2015-04-19,Brazil,241.81,0.0208,618.72576,755.3055396969996,0.21344959947741957,-0.06028856750205279,1293.0030777519585,0.12287040965388145,True
2015-04-26,Brazil,220.11,0.0208,618.72576,778.1358181095579,0.215717987334336,-0.057273886003396654,1316.4757872589998,0.1257450660446016,True
2015-05-03,Brazil,237.95,0.0187,612.8411400000001,774.4032720768671,0.2152233317992127,-0.060429048404861636,1312.282348774252,0.12515474555381206,True
2015-05-10,Brazil,222.26,0.0187,612.8411400000001,785.1653579312409,0.21567680981225743,-0.0658616090135366,1321.086677082233,0.12614123002551833,True
2015-05-17,Brazil,228.93,0.0187,612.8411400000001,778.9088742229528,0.215808632404222,-0.04153262566010461,1322.9490858818106,0.12580083993630656,True
2015-05-24,Brazil,220.46,0.0187,612.8411400000001,754.3264961250642,0.2180727412753234,-0.04297255585636112,1298.1440540373637,0.1254322279420877,True
2015-05-31,Brazil,231.01,0.0212,619.8466400000001,720.132232808983,0.22228377194009832,-0.04632602354202803,1262.6089635742715,0.12542168250155428,True
2015-06-07,Brazil,247.9,0.0212,619.8466400000001,728.3756619705233,0.22266455814145752,-0.050264481208304276,1269.505969663365,0.12625828192367444,True
2015-06-14,Brazil,242.18,0.0212,619.8466400000001,734.2834527652882,0.2225459843939217,-0.07082244127071134,1268.800990690444,0.12662927803246646,True
2015-06-21,Brazil,240.17,0.0212,619.8466400000001,739.252408752324,0.22269562021170297,-0.07535273377773792,1272.240980232746,0.12708159715543837,True
2015-06-28,Brazil,256.0898,0.0212,619.8466400000001,731.6959320257795,0.2221552301008468,-0.06583858750377405,1267.838475160024,0.12621330926409546,True
2015-07-05,Brazil,249.89,0.0219,621.8081800000001,763.9461349960022,0.2125355766154828,-0.03855198478536302,1308.3040948060996,0.12295642800560296,True
2015-07-12,Brazil,251.79,0.0219,621.8081800000001,758.0071788817905,0.2126008670403863,-0.05673442514661585,1296.5219555177757,0.12259091935178691,True
2015-07-19,Brazil,262.49,0.0219,621.8081800000001,751.1821685885069,0.21269937967352223,-0.05369758929466449,1290.7742295523456,0.12217965311740821,True
2015-07-26,Brazil,293.25,0.0219,621.8081800000001,713.680534038896,0.21815846569938172,-0.07598584124112062,1246.7809636378936,0.12260919282280439,True
2015-08-02,Brazil,288.8699,0.0243,628.5334600000001,685.5660654790098,0.22120067661700152,-0.09539767880423357,1212.6000230427628,0.1222207332539351,True
2015-08-09,Brazil,327.8999,0.0243,628.5334600000001,668.7957436491321,0.22206499123378165,-0.12644976091814114,1186.9619693983275,0.12134958934185938,True
2015-08-16,Brazil,300.5698,0.0243,628.5334600000001,673.1349177885235,0.22189273671471282,-0.11845841306512579,1193.5503150641814,0.12160794876873963,True
2015-08-23,Brazil,336.74,0.0243,628.5334600000001,670.0154035228978,0.22186795188814357,-0.12861291099815786,1187.502769616023,0.1213402640417748,True
2015-08-30,Brazil,327.0698,0.0243,628.5334600000001,654.7462013535078,0.22203384558051908,-0.18683447201367812,1155.747339176117,0.12016941856824798,True
2015-09-06,Brazil,375.1199,0.0216,620.96752,617.5509361548953,0.22828646428793858,-0.11411459859460252,1141.4633526255611,0.12022417163075383,True
2015-09-13,Brazil,392.8799,0.0216,620.96752,613.3726804742439,0.22519138100847103,-0.13072662342501856,1132.7114289937724,0.11818886546193966,True
2015-09-20,Brazil,390.3398,0.0216,620.96752,601.645076437711,0.22551157703524485,-0.1196376099750174,1124.4687120266137,0.11728079765072229,True
2015-09-27,Brazil,489.5098,0.0216,620.96752,596.8258384467869,0.22494397695592808,-0.11398152846513429,1121.3794067280176,0.11653218292102376,True
2015-10-04,Brazil,521.3599,0.0217,621.24774,629.8653312167867,0.21453007203237195,-0.08964258733537375,1160.5661345695228,0.11393537784823092,True
2015-10-11,Brazil,410.8398,0.0217,621.24774,657.8086999439012,0.21946956161412876,-0.05698070726841742,1197.5972559435704,0.11894533546482183,True
2015-10-18,Brazil,435.3699,0.0217,621.24774,631.2278182270461,0.2223334094435801,-0.10062512620414447,1158.6497494528733,0.11824923808382928,True
2015-10-25,Brazil,445.24,0.0217,621.24774,638.3622952781468,0.22280107060469334,-0.11141007389067298,1162.4656060983953,0.11912093278867236,True
2015-11-01,Brazil,429.6699,0.0204999999999999,617.8850999999997,657.4477431339062,0.22518471189164835,-0.11567326655609961,1180.0647765633953,0.12201990833325844,True
2015-11-08,Brazil,401.45,0.0204999999999999,617.8850999999997,672.3050328394886,0.22506138933512773,-0.12315470685062294,1192.268331341445,0.12319187277744639,True
2015-11-15,Brazil,426.99,0.0204999999999999,617.8850999999997,659.2985659548862,0.22524720690729846,-0.17636853065991448,1164.0473249408437,0.1222104424119821,True
2015-11-22,Brazil,388.6199,0.0204999999999999,617.8850999999997,684.271996452476,0.2258486682384776,-0.12196360360932867,1204.1896998208176,0.12460892008591237,True
2015-11-29,Brazil,415.4199,0.0204999999999999,617.8850999999997,659.1464434849188,0.22691194012942992,-0.11233531430153051,1182.6615215869044,0.12311362914768674,True
2015-12-06,Brazil,435.1199,0.022,622.0884000000001,669.3568560065518,0.22765777777836743,-0.14443018945731997,1182.6602481804039,0.12442683438912722,True
2015-12-13,Brazil,485.73,0.022,622.0884000000001,648.4614296962083,0.22842290710541424,-0.1878954478969807,1149.9219947251695,0.12306560316335771,True
2015-12-20,Brazil,490.2798,0.022,622.0884000000001,630.6551107040242,0.22969986553590352,-0.18311391299142096,1134.2792286517622,0.1221854893343667,True
2015-12-27,Brazil,482.5698,0.022,622.0884000000001,636.4314906430177,0.2300775465646881,-0.13335996120809238,1154.041594369914,0.1229081383112618,True
2016-01-03,Brazil,488.99,0.0215,598.55502,673.0658874179516,0.23425940875755735,-0.17087189264745592,1159.4759909721565,0.13048429443833506,True
