Date,SPX,DXY,UST2Y,UST5Y,UST10Y
19.10.2012,1433.19,79.62,0.298,0.749,1.766
22.10.2012,1433.82,79.65,0.311,0.791,1.815
23.10.2012,1413.11,79.98,0.29,0.756,1.761
24.10.2012,1408.75,79.91,0.293,0.762,1.794
25.10.2012,1412.97,80.04,0.313,0.816,1.812
26.10.2012,1411.94,80.07,0.301,0.761,1.749
29.10.2012,1411.94,80.23,0.293,0.742,1.721
30.10.2012,1411.94,79.93,0.293,0.742,1.721
31.10.2012,1412.16,79.92,0.285,0.721,1.694
01.11.2012,1427.59,80.05,0.285,0.742,1.73
02.11.2012,1414.2,80.59,0.285,0.721,1.717
05.11.2012,1417.26,80.75,0.278,0.697,1.679
06.11.2012,1428.39,80.61,0.305,0.755,1.751
07.11.2012,1394.53,80.76,0.274,0.673,1.644
08.11.2012,1377.51,80.79,0.262,0.64,1.618
09.11.2012,1379.85,81.03,0.262,0.643,1.613
12.11.2012,1380.03,81.04,0.262,0.643,1.613
13.11.2012,1374.53,81.08,0.254,0.623,1.594
14.11.2012,1355.49,81.06,0.25,0.625,1.589
15.11.2012,1353.33,81.08,0.246,0.622,1.594
16.11.2012,1359.88,81.26,0.242,0.61,1.584
19.11.2012,1386.89,80.87,0.246,0.633,1.613
20.11.2012,1387.81,80.96,0.258,0.665,1.668
21.11.2012,1391.03,80.93,0.274,0.679,1.68
22.11.2012,1391.03,80.93,0.274,0.679,1.68
23.11.2012,1409.15,80.19,0.274,0.69,1.693
26.11.2012,1406.29,80.25,0.27,0.669,1.666
27.11.2012,1398.94,80.4,0.266,0.647,1.639
28.11.2012,1409.93,80.34,0.266,0.634,1.633
29.11.2012,1415.95,80.2,0.258,0.631,1.62
30.11.2012,1416.18,80.15,0.25,0.617,1.613
03.12.2012,1409.46,79.88,0.254,0.623,1.622
04.12.2012,1407.05,79.64,0.246,0.622,1.605
05.12.2012,1409.28,79.77,0.242,0.608,1.591
06.12.2012,1413.94,80.26,0.242,0.603,1.586
07.12.2012,1418.07,80.41,0.242,0.619,1.623
10.12.2012,1418.55,80.33,0.238,0.619,1.618
11.12.2012,1427.84,80.06,0.242,0.636,1.656
12.12.2012,1428.48,79.82,0.246,0.654,1.702
13.12.2012,1419.45,79.93,0.25,0.697,1.732
14.12.2012,1413.58,79.58,0.238,0.688,1.704
17.12.2012,1430.36,79.57,0.254,0.733,1.773
18.12.2012,1446.79,79.36,0.282,0.765,1.821
19.12.2012,1435.81,79.27,0.278,0.772,1.807
20.12.2012,1443.69,79.26,0.274,0.777,1.8
21.12.2012,1430.15,79.62,0.27,0.763,1.77
24.12.2012,1426.66,79.64,0.27,0.772,1.776
25.12.2012,1426.66,79.64,0.27,0.772,1.776
26.12.2012,1419.83,79.62,0.27,0.76,1.749
27.12.2012,1418.1,79.62,0.262,0.733,1.734
28.12.2012,1402.43,79.68,0.25,0.709,1.701
31.12.2012,1426.19,79.77,0.251,0.725,1.757
01.01.2013,1426.19,79.77,0.251,0.725,1.757
02.01.2013,1462.42,79.85,0.259,0.764,1.835
03.01.2013,1459.37,80.38,0.271,0.821,1.911
04.01.2013,1466.47,80.5,0.267,0.811,1.903
07.01.2013,1461.89,80.26,0.268,0.811,1.901
08.01.2013,1457.15,80.35,0.256,0.811,1.901
09.01.2013,1461.02,80.56,0.244,0.769,1.86
10.01.2013,1472.12,79.74,0.252,0.797,1.899
11.01.2013,1472.05,79.56,0.249,0.777,1.866
14.01.2013,1470.68,79.49,0.249,0.763,1.848
15.01.2013,1472.34,79.78,0.249,0.75,1.836
16.01.2013,1472.63,79.8,0.249,0.735,1.819
17.01.2013,1480.94,79.65,0.266,0.794,1.884
18.01.2013,1485.98,80.04,0.254,0.761,1.84
21.01.2013,1485.98,80.04,0.254,0.761,1.84
22.01.2013,1492.56,79.87,0.246,0.756,1.844
23.01.2013,1494.81,79.92,0.238,0.748,1.828
24.01.2013,1494.82,79.95,0.243,0.766,1.852
25.01.2013,1502.96,79.75,0.276,0.849,1.949
28.01.2013,1500.18,79.75,0.28,0.865,1.965
29.01.2013,1507.84,79.56,0.281,0.865,1.965
30.01.2013,1501.96,79.28,0.27,0.877,1.992
31.01.2013,1498.11,79.21,0.266,0.88,1.985
01.02.2013,1513.17,79.21,0.266,0.888,2.025
04.02.2013,1495.71,79.55,0.254,0.836,1.957
05.02.2013,1511.29,79.49,0.262,0.867,2.005
06.02.2013,1512.12,79.72,0.25,0.836,1.964
07.02.2013,1509.39,80.19,0.25,0.83,1.959
08.02.2013,1517.93,80.21,0.25,0.827,1.95
11.02.2013,1517.01,80.31,0.258,0.851,1.964
12.02.2013,1519.43,80.11,0.27,0.865,1.979
13.02.2013,1520.33,80.09,0.278,0.907,2.028
14.02.2013,1521.38,80.46,0.266,0.852,1.998
15.02.2013,1519.79,80.58,0.27,0.864,2.005
18.02.2013,1519.79,80.58,0.27,0.864,2.005
19.02.2013,1530.94,80.47,0.274,0.886,2.028
20.02.2013,1511.95,81.07,0.262,0.86,2.01
21.02.2013,1502.42,81.46,0.254,0.838,1.974
22.02.2013,1515.6,81.46,0.25,0.826,1.962
25.02.2013,1487.85,81.67,0.242,0.762,1.865
26.02.2013,1496.94,81.87,0.246,0.768,1.886
27.02.2013,1515.99,81.6,0.246,0.782,1.9
28.02.2013,1514.68,81.95,0.238,0.766,1.881
01.03.2013,1518.2,82.28,0.238,0.744,1.845
04.03.2013,1525.2,82.2,0.238,0.758,1.879
05.03.2013,1539.79,82.09,0.242,0.776,1.898
06.03.2013,1541.46,82.46,0.25,0.804,1.939
07.03.2013,1544.26,82.08,0.254,0.854,1.995
08.03.2013,1551.18,82.72,0.254,0.89,2.049
11.03.2013,1556.22,82.57,0.258,0.898,2.061
12.03.2013,1552.48,82.58,0.258,0.871,2.019
13.03.2013,1554.52,82.89,0.262,0.879,2.023
14.03.2013,1563.23,82.61,0.266,0.879,2.037
15.03.2013,1560.7,82.13,0.254,0.834,1.991
18.03.2013,1552.1,82.69,0.246,0.807,1.955
19.03.2013,1548.34,82.99,0.242,0.777,1.904
20.03.2013,1558.71,82.78,0.25,0.81,1.958
21.03.2013,1545.8,82.74,0.25,0.787,1.915
22.03.2013,1556.89,82.53,0.254,0.797,1.927
25.03.2013,1551.69,82.83,0.246,0.787,1.92
26.03.2013,1563.77,82.88,0.25,0.776,1.911
27.03.2013,1562.85,83.22,0.246,0.735,1.845
28.03.2013,1569.19,82.99,0.25,0.769,1.852
29.03.2013,1569.19,83.22,0.25,0.769,1.852
01.04.2013,1562.17,82.73,0.242,0.755,1.835
02.04.2013,1570.25,82.92,0.242,0.772,1.862
03.04.2013,1553.69,82.72,0.23,0.728,1.816
04.04.2013,1559.98,82.68,0.23,0.697,1.766
05.04.2013,1553.28,82.5,0.23,0.691,1.714
08.04.2013,1563.07,82.75,0.23,0.705,1.745
09.04.2013,1568.61,82.31,0.234,0.7,1.752
10.04.2013,1587.73,82.53,0.234,0.734,1.805
11.04.2013,1593.37,82.25,0.234,0.728,1.791
12.04.2013,1588.85,82.13,0.23,0.689,1.721
15.04.2013,1552.36,82.42,0.222,0.679,1.688
16.04.2013,1574.57,81.75,0.23,0.702,1.722
17.04.2013,1552.01,82.68,0.23,0.697,1.698
18.04.2013,1541.61,82.56,0.23,0.695,1.686
19.04.2013,1555.25,82.71,0.234,0.706,1.705
22.04.2013,1562.5,82.68,0.226,0.69,1.695
23.04.2013,1578.78,83.05,0.23,0.697,1.707
24.04.2013,1578.79,83.05,0.231,0.692,1.703
25.04.2013,1585.16,82.74,0.231,0.711,1.71
26.04.2013,1582.24,82.47,0.215,0.682,1.665
29.04.2013,1593.61,82.15,0.211,0.676,1.667
30.04.2013,1597.57,81.75,0.211,0.678,1.673
01.05.2013,1582.7,81.48,0.203,0.654,1.632
02.05.2013,1597.59,82.22,0.2,0.646,1.624
03.05.2013,1614.42,82.1,0.22,0.727,1.74
06.05.2013,1617.5,82.32,0.216,0.739,1.764
07.05.2013,1625.96,82.25,0.224,0.748,1.78
08.05.2013,1632.69,81.9,0.224,0.744,1.767
09.05.2013,1626.67,82.79,0.224,0.748,1.814
10.05.2013,1633.7,83.14,0.241,0.817,1.9
13.05.2013,1633.77,83.28,0.241,0.821,1.917
14.05.2013,1650.34,83.6,0.249,0.859,1.982
15.05.2013,1658.78,83.83,0.241,0.828,1.94
16.05.2013,1650.47,83.59,0.233,0.786,1.879
17.05.2013,1667.47,84.25,0.246,0.832,1.954
20.05.2013,1666.29,83.74,0.242,0.837,1.965
21.05.2013,1669.16,83.86,0.238,0.819,1.93
22.05.2013,1655.35,84.35,0.25,0.896,2.037
23.05.2013,1650.51,83.8,0.251,0.893,2.016
24.05.2013,1649.6,83.7,0.251,0.888,2.011
27.05.2013,1649.6,83.7,0.251,0.888,2.011
28.05.2013,1660.06,84.1,0.292,1.018,2.167
29.05.2013,1648.36,83.66,0.297,0.99,2.119
30.05.2013,1654.41,83.04,0.297,1.013,2.119
31.05.2013,1630.74,83.26,0.297,1.024,2.132
03.06.2013,1640.42,82.66,0.293,1.032,2.128
04.06.2013,1631.38,82.77,0.301,1.058,2.15
05.06.2013,1608.9,82.59,0.289,1.021,2.091
06.06.2013,1622.56,81.54,0.29,1.008,2.079
07.06.2013,1643.38,81.67,0.306,1.097,2.179
10.06.2013,1642.81,81.65,0.314,1.125,2.213
11.06.2013,1626.13,81.11,0.326,1.112,2.19
12.06.2013,1612.52,80.95,0.326,1.141,2.228
13.06.2013,1636.36,80.75,0.286,1.055,2.149
14.06.2013,1626.73,80.62,0.274,1.026,2.129
17.06.2013,1639.04,80.79,0.27,1.054,2.178
18.06.2013,1651.81,80.61,0.266,1.057,2.185
19.06.2013,1628.93,81.43,0.31,1.247,2.355
20.06.2013,1588.19,81.92,0.331,1.308,2.421
21.06.2013,1592.43,82.41,0.372,1.429,2.542
24.06.2013,1573.09,82.43,0.396,1.453,2.544
25.06.2013,1588.03,82.58,0.409,1.492,2.612
26.06.2013,1603.26,82.98,0.383,1.422,2.541
27.06.2013,1613.2,82.9,0.359,1.385,2.474
28.06.2013,1606.28,83.14,0.359,1.385,2.474
01.07.2013,1614.96,83.05,0.355,1.38,2.477
02.07.2013,1614.08,83.54,0.351,1.378,2.471
03.07.2013,1615.41,83.23,0.363,1.416,2.503
04.07.2013,1615.41,83.23,0.363,1.416,2.503
05.07.2013,1631.89,84.44,0.399,1.609,2.736
08.07.2013,1640.46,84.19,0.363,1.504,2.638
09.07.2013,1652.32,84.58,0.371,1.494,2.64
10.07.2013,1652.62,84.04,0.371,1.521,2.674
11.07.2013,1675.02,82.75,0.331,1.391,2.572
12.07.2013,1680.19,82.99,0.347,1.424,2.592
15.07.2013,1682.5,83.04,0.331,1.38,2.543
16.07.2013,1676.26,82.5,0.327,1.372,2.532
17.07.2013,1680.91,82.71,0.303,1.311,2.491
18.07.2013,1689.37,82.82,0.311,1.332,2.534
19.07.2013,1692.09,82.62,0.302,1.296,2.482
22.07.2013,1695.53,82.22,0.306,1.301,2.484
23.07.2013,1692.39,81.95,0.314,1.311,2.507
24.07.2013,1685.94,82.29,0.352,1.377,2.584
25.07.2013,1690.25,81.97,0.324,1.38,2.577
26.07.2013,1691.65,81.66,0.317,1.37,2.564
29.07.2013,1685.33,81.66,0.317,1.383,2.599
30.07.2013,1685.96,81.83,0.313,1.39,2.606
31.07.2013,1685.73,81.45,0.313,1.386,2.588
01.08.2013,1706.87,82.34,0.329,1.489,2.708
02.08.2013,1709.67,81.91,0.301,1.357,2.598
05.08.2013,1707.14,81.88,0.305,1.386,2.64
06.08.2013,1697.37,81.6,0.309,1.39,2.642
07.08.2013,1690.91,81.29,0.305,1.368,2.599
08.08.2013,1697.48,80.98,0.306,1.359,2.587
09.08.2013,1691.42,81.13,0.306,1.355,2.58
12.08.2013,1689.47,81.33,0.31,1.385,2.622
13.08.2013,1694.16,81.77,0.334,1.482,2.721
14.08.2013,1685.39,81.71,0.33,1.472,2.712
15.08.2013,1661.32,81.18,0.346,1.52,2.764
16.08.2013,1655.83,81.26,0.343,1.561,2.825
19.08.2013,1646.06,81.23,0.355,1.609,2.882
20.08.2013,1652.35,80.91,0.343,1.545,2.818
21.08.2013,1642.8,81.21,0.367,1.641,2.892
22.08.2013,1656.96,81.49,0.392,1.681,2.892
23.08.2013,1663.5,81.36,0.38,1.623,2.818
26.08.2013,1656.78,81.41,0.368,1.59,2.787
27.08.2013,1630.48,81.17,0.356,1.52,2.709
28.08.2013,1634.96,81.43,0.399,1.577,2.765
29.08.2013,1638.17,81.95,0.399,1.611,2.762
30.08.2013,1632.97,82.09,0.403,1.646,2.789
02.09.2013,1632.97,82.09,0.403,1.646,2.789
03.09.2013,1639.77,82.36,0.418,1.682,2.863
04.09.2013,1653.08,82.17,0.47,1.743,2.897
05.09.2013,1655.08,82.63,0.518,1.851,2.996
06.09.2013,1655.17,82.15,0.458,1.758,2.979
09.09.2013,1671.71,81.79,0.447,1.717,2.914
10.09.2013,1683.99,81.82,0.471,1.769,2.966
11.09.2013,1689.13,81.52,0.447,1.707,2.912
12.09.2013,1683.42,81.49,0.443,1.709,2.905
13.09.2013,1687.99,81.45,0.435,1.698,2.89
16.09.2013,1697.6,81.3,0.395,1.627,2.862
17.09.2013,1704.76,81.14,0.375,1.61,2.849
18.09.2013,1725.52,80.24,0.327,1.429,2.691
19.09.2013,1722.34,80.37,0.339,1.487,2.752
20.09.2013,1709.91,80.43,0.334,1.482,2.736
23.09.2013,1701.84,80.45,0.334,1.449,2.701
24.09.2013,1697.42,80.56,0.33,1.424,2.655
25.09.2013,1692.77,80.33,0.34,1.388,2.626
26.09.2013,1698.67,80.52,0.34,1.432,2.648
27.09.2013,1691.75,80.29,0.336,1.404,2.628
30.09.2013,1681.55,80.22,0.321,1.385,2.615
01.10.2013,1695,80.14,0.333,1.429,2.65
02.10.2013,1693.87,79.9,0.321,1.38,2.619
03.10.2013,1678.66,79.75,0.313,1.357,2.605
04.10.2013,1690.5,80.13,0.333,1.411,2.645
07.10.2013,1676.12,79.94,0.345,1.403,2.63
08.10.2013,1655.45,80.06,0.385,1.427,2.638
09.10.2013,1656.4,80.38,0.361,1.422,2.661
10.10.2013,1692.56,80.42,0.346,1.432,2.683
11.10.2013,1703.2,80.41,0.35,1.413,2.691
14.10.2013,1710.14,80.26,0.35,1.413,2.691
15.10.2013,1698.06,80.48,0.354,1.431,2.728
16.10.2013,1721.54,80.47,0.334,1.395,2.667
17.10.2013,1733.15,79.65,0.314,1.324,2.587
18.10.2013,1744.5,79.65,0.319,1.337,2.589
21.10.2013,1744.66,79.7,0.315,1.359,2.609
22.10.2013,1754.67,79.23,0.294,1.283,2.512
23.10.2013,1746.38,79.26,0.311,1.273,2.485
24.10.2013,1752.07,79.19,0.307,1.304,2.521
25.10.2013,1759.77,79.19,0.303,1.278,2.503
28.10.2013,1762.11,79.25,0.307,1.28,2.523
29.10.2013,1771.95,79.61,0.317,1.265,2.503
30.10.2013,1763.31,79.78,0.313,1.308,2.527
31.10.2013,1756.54,80.2,0.309,1.315,2.543
01.11.2013,1761.64,80.72,0.313,1.374,2.62
04.11.2013,1767.93,80.55,0.305,1.354,2.602
05.11.2013,1762.97,80.71,0.301,1.384,2.662
06.11.2013,1770.49,80.48,0.294,1.338,2.64
07.11.2013,1747.15,80.85,0.286,1.307,2.602
08.11.2013,1770.61,81.3,0.314,1.415,2.746
11.11.2013,1771.89,81.09,0.314,1.415,2.746
12.11.2013,1767.69,81.19,0.33,1.451,2.768
13.11.2013,1782,80.93,0.314,1.397,2.725
14.11.2013,1790.62,81.02,0.294,1.337,2.702
15.11.2013,1798.18,80.85,0.294,1.348,2.707
18.11.2013,1791.53,80.83,0.286,1.32,2.678
19.11.2013,1787.87,80.7,0.294,1.358,2.712
20.11.2013,1781.37,81.11,0.274,1.36,2.791
21.11.2013,1795.85,81.07,0.27,1.363,2.784
22.11.2013,1804.76,80.71,0.282,1.355,2.754
25.11.2013,1802.48,80.92,0.287,1.342,2.741
26.11.2013,1802.75,80.61,0.297,1.303,2.696
27.11.2013,1807.23,80.72,0.285,1.36,2.736
28.11.2013,1807.23,80.72,0.285,1.36,2.736
29.11.2013,1805.81,80.68,0.281,1.367,2.741
02.12.2013,1800.9,80.93,0.289,1.421,2.801
03.12.2013,1795.15,80.93,0.285,1.391,2.775
04.12.2013,1792.81,80.62,0.293,1.442,2.841
05.12.2013,1785.03,80.24,0.301,1.475,2.863
06.12.2013,1805.09,80.32,0.306,1.503,2.881
09.12.2013,1808.37,80.13,0.306,1.497,2.857
10.12.2013,1802.62,79.97,0.302,1.451,2.797
11.12.2013,1782.22,79.89,0.306,1.489,2.844
12.12.2013,1775.5,80.21,0.33,1.534,2.877
13.12.2013,1775.32,80.21,0.326,1.533,2.868
16.12.2013,1786.54,80.07,0.33,1.531,2.877
17.12.2013,1781,80.06,0.322,1.495,2.843
18.12.2013,1810.65,80.11,0.332,1.516,2.887
19.12.2013,1809.6,80.63,0.368,1.644,2.925
20.12.2013,1818.32,80.58,0.376,1.67,2.885
23.12.2013,1827.99,80.45,0.383,1.691,2.929
24.12.2013,1833.32,80.45,0.399,1.741,2.983
25.12.2013,1833.32,80.45,0.399,1.741,2.983
26.12.2013,1842.02,80.48,0.407,1.741,2.991
27.12.2013,1841.4,80.39,0.395,1.744,3.006
30.12.2013,1841.07,80,0.383,1.711,2.976
31.12.2013,1848.36,80.04,0.384,1.736,3.006
01.01.2014,1848.36,80.04,0.384,1.736,3.006
02.01.2014,1831.98,80.63,0.384,1.716,2.985
03.01.2014,1831.37,80.79,0.396,1.728,2.995
06.01.2014,1826.77,80.65,0.397,1.695,2.961
07.01.2014,1837.88,80.83,0.397,1.695,2.961
08.01.2014,1837.49,81.02,0.429,1.762,2.993
09.01.2014,1838.13,81.01,0.429,1.745,2.965
10.01.2014,1842.37,80.66,0.378,1.625,2.86
13.01.2014,1819.2,80.51,0.358,1.589,2.825
14.01.2014,1838.88,80.66,0.382,1.647,2.869
15.01.2014,1848.38,81.03,0.39,1.673,2.884
16.01.2014,1845.89,80.91,0.387,1.643,2.845
17.01.2014,1838.7,81.23,0.379,1.63,2.827
20.01.2014,1838.7,81.23,0.379,1.63,2.827
21.01.2014,1843.8,81.1,0.38,1.64,2.823
22.01.2014,1844.86,81.17,0.4,1.694,2.86
23.01.2014,1828.46,80.44,0.36,1.592,2.774
24.01.2014,1790.29,80.46,0.348,1.566,2.735
27.01.2014,1781.56,80.52,0.352,1.588,2.766
28.01.2014,1792.5,80.57,0.344,1.555,2.748
29.01.2014,1774.2,80.51,0.351,1.492,2.675
30.01.2014,1794.19,81.09,0.351,1.512,2.695
31.01.2014,1782.59,81.31,0.34,1.51,2.666
03.02.2014,1741.89,81.01,0.304,1.438,2.582
04.02.2014,1755.2,81.12,0.312,1.461,2.624
05.02.2014,1751.64,81.04,0.316,1.489,2.668
06.02.2014,1773.43,80.91,0.324,1.516,2.702
07.02.2014,1797.02,80.69,0.307,1.462,2.675
10.02.2014,1799.84,80.64,0.311,1.475,2.678
11.02.2014,1819.75,80.64,0.335,1.523,2.717
12.02.2014,1819.26,80.68,0.343,1.567,2.763
13.02.2014,1829.83,80.32,0.315,1.505,2.736
14.02.2014,1838.63,80.15,0.315,1.563,2.745
17.02.2014,1838.63,80.14,0.315,1.563,2.745
18.02.2014,1840.76,80.01,0.302,1.48,2.71
19.02.2014,1828.75,80.14,0.319,1.518,2.734
20.02.2014,1839.78,80.29,0.322,1.539,2.754
21.02.2014,1836.25,80.24,0.318,1.535,2.734
24.02.2014,1847.61,80.2,0.322,1.544,2.75
25.02.2014,1845.12,80.14,0.318,1.515,2.701
26.02.2014,1845.16,80.43,0.328,1.477,2.674
27.02.2014,1854.29,80.29,0.325,1.482,2.642
28.02.2014,1859.45,79.69,0.325,1.503,2.66
03.03.2014,1845.73,80.08,0.305,1.46,2.608
04.03.2014,1873.91,80.17,0.333,1.538,2.69
05.03.2014,1873.81,80.11,0.337,1.546,2.696
06.03.2014,1877.03,79.66,0.345,1.57,2.737
07.03.2014,1878.04,79.72,0.373,1.638,2.792
10.03.2014,1877.17,79.77,0.369,1.623,2.784
11.03.2014,1867.63,79.74,0.374,1.617,2.766
12.03.2014,1868.2,79.61,0.37,1.59,2.726
13.03.2014,1846.34,79.62,0.342,1.521,2.653
14.03.2014,1841.13,79.45,0.346,1.536,2.645
17.03.2014,1858.83,79.39,0.363,1.569,2.697
18.03.2014,1872.25,79.41,0.351,1.548,2.679
19.03.2014,1860.77,80,0.424,1.708,2.772
20.03.2014,1872.01,80.19,0.424,1.702,2.775
21.03.2014,1866.52,80.11,0.429,1.71,2.75
24.03.2014,1857.44,79.93,0.437,1.732,2.735
25.03.2014,1865.62,79.94,0.429,1.731,2.735
26.03.2014,1852.56,80.03,0.446,1.674,2.694
27.03.2014,1849.04,80.11,0.45,1.717,2.683
28.03.2014,1857.62,80.18,0.453,1.749,2.723
31.03.2014,1872.34,80.1,0.422,1.72,2.719
01.04.2014,1885.52,80.09,0.434,1.733,2.755
02.04.2014,1890.9,80.22,0.458,1.796,2.806
03.04.2014,1888.77,80.48,0.458,1.798,2.801
04.04.2014,1865.09,80.42,0.415,1.702,2.726
07.04.2014,1845.04,80.23,0.399,1.679,2.701
08.04.2014,1851.96,79.75,0.399,1.668,2.683
09.04.2014,1872.18,79.48,0.363,1.625,2.693
10.04.2014,1833.08,79.38,0.355,1.589,2.646
11.04.2014,1815.69,79.45,0.359,1.577,2.628
14.04.2014,1830.61,79.73,0.371,1.613,2.65
15.04.2014,1842.98,79.8,0.371,1.622,2.63
16.04.2014,1862.31,79.8,0.371,1.65,2.635
17.04.2014,1864.85,79.83,0.399,1.731,2.721
18.04.2014,1864.85,79.83,0.399,1.731,2.721
21.04.2014,1871.89,79.95,0.395,1.721,2.715
22.04.2014,1879.55,79.91,0.403,1.733,2.711
23.04.2014,1875.39,79.86,0.446,1.721,2.693
24.04.2014,1878.61,79.8,0.442,1.74,2.682
25.04.2014,1863.4,79.75,0.434,1.725,2.666
28.04.2014,1869.43,79.68,0.438,1.748,2.708
29.04.2014,1878.33,79.81,0.438,1.74,2.697
30.04.2014,1883.95,79.47,0.414,1.677,2.646
01.05.2014,1883.68,79.53,0.41,1.659,2.613
02.05.2014,1881.14,79.52,0.422,1.666,2.586
05.05.2014,1884.66,79.49,0.422,1.677,2.606
06.05.2014,1867.72,79.09,0.427,1.679,2.593
07.05.2014,1878.21,79.2,0.403,1.651,2.59
08.05.2014,1875.63,79.36,0.387,1.62,2.611
09.05.2014,1878.48,79.9,0.387,1.628,2.623
12.05.2014,1896.65,79.9,0.399,1.664,2.661
13.05.2014,1897.45,80.14,0.383,1.615,2.611
14.05.2014,1888.53,80.07,0.371,1.567,2.548
15.05.2014,1870.85,80,0.355,1.53,2.496
16.05.2014,1877.86,80.04,0.363,1.554,2.523
19.05.2014,1885.08,79.99,0.347,1.547,2.544
20.05.2014,1872.83,80.04,0.339,1.511,2.514
21.05.2014,1888.03,80.1,0.343,1.526,2.534
22.05.2014,1892.49,80.25,0.347,1.544,2.553
23.05.2014,1900.53,80.39,0.346,1.529,2.536
26.05.2014,1900.53,80.39,0.346,1.529,2.536
27.05.2014,1911.91,80.35,0.351,1.529,2.518
28.05.2014,1909.78,80.57,0.371,1.481,2.445
29.05.2014,1920.03,80.49,0.379,1.534,2.47
30.05.2014,1923.57,80.37,0.375,1.539,2.475
02.06.2014,1924.97,80.64,0.391,1.591,2.527
03.06.2014,1924.24,80.55,0.403,1.642,2.598
04.06.2014,1927.88,80.66,0.399,1.644,2.606
05.06.2014,1940.46,80.37,0.383,1.624,2.584
06.06.2014,1949.44,80.41,0.407,1.649,2.597
09.06.2014,1951.27,80.65,0.427,1.681,2.608
10.06.2014,1950.79,80.82,0.443,1.711,2.64
11.06.2014,1943.89,80.77,0.435,1.699,2.64
12.06.2014,1930.11,80.58,0.439,1.683,2.597
13.06.2014,1936.16,80.58,0.455,1.695,2.608
16.06.2014,1937.78,80.47,0.467,1.698,2.597
17.06.2014,1941.99,80.63,0.484,1.751,2.653
18.06.2014,1956.98,80.58,0.452,1.675,2.59
19.06.2014,1959.48,80.32,0.452,1.68,2.621
20.06.2014,1962.87,80.37,0.456,1.682,2.608
23.06.2014,1962.61,80.27,0.468,1.704,2.626
24.06.2014,1949.98,80.33,0.46,1.669,2.577
25.06.2014,1959.53,80.23,0.484,1.656,2.561
26.06.2014,1957.22,80.22,0.469,1.651,2.532
27.06.2014,1960.96,80.02,0.465,1.638,2.536
30.06.2014,1960.23,79.78,0.457,1.633,2.532
01.07.2014,1973.32,79.82,0.468,1.659,2.566
02.07.2014,1974.62,79.96,0.488,1.71,2.628
03.07.2014,1985.44,80.21,0.512,1.74,2.641
04.07.2014,1985.44,80.27,0.512,1.74,2.641
07.07.2014,1977.65,80.22,0.516,1.732,2.614
08.07.2014,1963.71,80.18,0.508,1.694,2.559
09.07.2014,1972.83,79.99,0.48,1.673,2.556
10.07.2014,1964.68,80.13,0.456,1.653,2.538
11.07.2014,1967.57,80.19,0.452,1.64,2.516
14.07.2014,1977.1,80.19,0.464,1.671,2.547
15.07.2014,1973.28,80.39,0.48,1.691,2.552
16.07.2014,1981.57,80.56,0.488,1.694,2.53
17.07.2014,1958.12,80.51,0.448,1.615,2.442
18.07.2014,1978.22,80.52,0.484,1.666,2.482
21.07.2014,1973.63,80.56,0.492,1.679,2.469
22.07.2014,1983.53,80.78,0.476,1.656,2.466
23.07.2014,1987.01,80.82,0.471,1.65,2.469
24.07.2014,1987.98,80.87,0.492,1.694,2.502
25.07.2014,1978.34,81.03,0.492,1.676,2.467
28.07.2014,1978.91,81.03,0.504,1.705,2.487
29.07.2014,1969.95,81.21,0.543,1.69,2.462
30.07.2014,1970.07,81.43,0.559,1.771,2.56
31.07.2014,1930.67,81.46,0.531,1.756,2.561
01.08.2014,1925.15,81.3,0.476,1.664,2.494
04.08.2014,1938.99,81.33,0.468,1.651,2.485
05.08.2014,1920.21,81.33,0.468,1.666,2.489
06.08.2014,1920.24,81.44,0.46,1.645,2.469
07.08.2014,1909.57,81.52,0.432,1.595,2.409
08.08.2014,1931.59,81.45,0.448,1.62,2.422
11.08.2014,1936.92,81.47,0.444,1.617,2.429
12.08.2014,1933.75,81.5,0.436,1.618,2.449
13.08.2014,1946.72,81.6,0.416,1.582,2.42
14.08.2014,1955.18,81.59,0.416,1.571,2.403
15.08.2014,1955.06,81.42,0.411,1.538,2.341
18.08.2014,1971.74,81.58,0.419,1.574,2.394
19.08.2014,1981.6,81.88,0.431,1.58,2.403
20.08.2014,1986.51,82.23,0.476,1.631,2.428
21.08.2014,1992.37,82.15,0.472,1.631,2.409
22.08.2014,1988.4,82.34,0.492,1.661,2.403
25.08.2014,1997.92,82.55,0.504,1.668,2.384
26.08.2014,2000.02,82.65,0.496,1.661,2.398
27.08.2014,2000.12,82.43,0.516,1.638,2.361
28.08.2014,1996.74,82.48,0.504,1.632,2.338
29.08.2014,2003.37,82.75,0.492,1.627,2.345
01.09.2014,2003.37,82.75,0.492,1.627,2.345
02.09.2014,2002.28,82.99,0.528,1.687,2.423
03.09.2014,2000.72,82.87,0.52,1.676,2.398
04.09.2014,1997.65,83.82,0.536,1.715,2.453
05.09.2014,2007.71,83.74,0.508,1.691,2.459
08.09.2014,2001.54,84.23,0.532,1.717,2.471
09.09.2014,1988.44,84.28,0.56,1.76,2.502
10.09.2014,1995.69,84.28,0.572,1.79,2.543
11.09.2014,1997.45,84.3,0.564,1.79,2.55
12.09.2014,1985.54,84.24,0.564,1.817,2.609
15.09.2014,1984.13,84.26,0.544,1.794,2.591
16.09.2014,1998.98,84.07,0.54,1.775,2.594
17.09.2014,2001.57,84.35,0.569,1.829,2.622
