Date,SPX,DXY,UST2Y,UST5Y,UST10Y
11.11.2004,1173.48,84.37,2.864,3.564,4.27
12.11.2004,1184.17,83.69,2.843,3.51,4.193
15.11.2004,1183.81,84,2.876,3.534,4.193
16.11.2004,1175.43,83.8,2.897,3.558,4.208
17.11.2004,1181.94,83.29,2.823,3.472,4.138
18.11.2004,1183.55,83.69,2.856,3.477,4.118
19.11.2004,1170.34,83.31,2.938,3.574,4.203
22.11.2004,1177.24,83.19,2.944,3.562,4.177
23.11.2004,1176.94,82.97,2.96,3.583,4.188
24.11.2004,1181.76,82.41,3.02,3.604,4.202
25.11.2004,1181.76,82.18,3.02,3.604,4.202
26.11.2004,1182.65,81.78,3.041,3.632,4.239
29.11.2004,1178.57,81.93,3.067,3.707,4.328
30.11.2004,1173.82,81.82,3.015,3.698,4.36
01.12.2004,1191.37,81.56,3.015,3.707,4.374
02.12.2004,1190.33,81.95,3.047,3.756,4.408
03.12.2004,1191.17,80.98,2.932,3.602,4.273
06.12.2004,1190.25,81.28,2.922,3.578,4.235
07.12.2004,1177.07,81.24,2.943,3.587,4.23
08.12.2004,1182.81,81.9,2.906,3.496,4.127
09.12.2004,1189.24,82.03,2.927,3.553,4.17
10.12.2004,1188,82.55,2.943,3.534,4.155
13.12.2004,1198.68,82.1,2.97,3.541,4.152
14.12.2004,1203.38,82.32,2.97,3.519,4.132
15.12.2004,1205.72,81.63,2.949,3.479,4.079
16.12.2004,1203.21,82.5,2.997,3.574,4.186
17.12.2004,1194.22,82.16,3.024,3.588,4.207
20.12.2004,1194.65,81.67,3.045,3.579,4.194
21.12.2004,1205.45,81.94,3.035,3.565,4.17
22.12.2004,1209.57,81.93,3.008,3.564,4.202
23.12.2004,1210.13,81.34,3.004,3.578,4.22
24.12.2004,1210.13,81.22,3.004,3.578,4.22
27.12.2004,1204.92,80.72,3.058,3.651,4.298
28.12.2004,1213.54,80.72,3.069,3.656,4.295
29.12.2004,1213.45,80.97,3.107,3.696,4.324
30.12.2004,1213.55,80.53,3.089,3.635,4.262
31.12.2004,1211.92,80.85,3.073,3.607,4.223
03.01.2005,1202.08,81.3,3.099,3.627,4.219
04.01.2005,1188.04,82.57,3.199,3.711,4.291
05.01.2005,1183.74,82.54,3.21,3.721,4.283
06.01.2005,1187.89,83.15,3.168,3.69,4.27
07.01.2005,1186.19,83.61,3.2,3.72,4.273
10.01.2005,1190.25,83.29,3.227,3.732,4.275
11.01.2005,1182.99,83.02,3.222,3.713,4.243
12.01.2005,1187.7,82.14,3.217,3.706,4.238
13.01.2005,1177.45,82.51,3.185,3.658,4.167
14.01.2005,1184.52,83.06,3.234,3.718,4.217
17.01.2005,1184.52,83.06,3.234,3.718,4.217
18.01.2005,1195.98,83.36,3.245,3.713,4.192
19.01.2005,1184.63,83.6,3.229,3.706,4.176
20.01.2005,1175.41,83.84,3.197,3.68,4.169
21.01.2005,1167.87,83.26,3.155,3.642,4.144
24.01.2005,1163.75,83.24,3.193,3.654,4.124
25.01.2005,1168.41,83.99,3.22,3.71,4.195
26.01.2005,1174.07,83.3,3.264,3.731,4.195
27.01.2005,1174.55,83.43,3.302,3.75,4.208
28.01.2005,1171.36,83.48,3.255,3.693,4.139
31.01.2005,1181.27,83.6,3.281,3.701,4.13
01.02.2005,1189.41,83.45,3.282,3.707,4.143
02.02.2005,1193.19,83.52,3.318,3.731,4.144
03.02.2005,1189.89,83.97,3.34,3.761,4.166
04.02.2005,1203.03,84.39,3.293,3.68,4.082
07.02.2005,1201.72,85.04,3.309,3.673,4.056
08.02.2005,1202.3,85.1,3.325,3.675,4.02
09.02.2005,1191.99,85.02,3.241,3.584,3.981
10.02.2005,1197.01,84.54,3.294,3.664,4.084
11.02.2005,1205.3,84.57,3.332,3.692,4.098
14.02.2005,1206.14,83.96,3.359,3.698,4.076
15.02.2005,1210.12,83.59,3.359,3.718,4.102
16.02.2005,1210.34,83.67,3.413,3.784,4.16
17.02.2005,1200.75,83.47,3.37,3.779,4.189
18.02.2005,1201.59,83.49,3.436,3.862,4.268
21.02.2005,1201.59,83.55,3.436,3.862,4.268
22.02.2005,1184.16,82.41,3.436,3.876,4.291
23.02.2005,1190.8,82.68,3.448,3.862,4.272
24.02.2005,1200.2,82.88,3.486,3.908,4.286
25.02.2005,1211.37,82.66,3.532,3.903,4.272
28.02.2005,1203.6,82.51,3.6,4.018,4.368
01.03.2005,1210.41,82.77,3.585,4.005,4.372
02.03.2005,1210.08,83.08,3.564,3.998,4.382
03.03.2005,1210.47,83.28,3.574,4.007,4.385
04.03.2005,1222.12,82.54,3.565,3.961,4.315
07.03.2005,1225.31,82.79,3.602,3.983,4.309
08.03.2005,1219.43,81.98,3.618,4.053,4.387
09.03.2005,1207.01,81.63,3.661,4.151,4.524
10.03.2005,1209.25,81.57,3.677,4.145,4.465
11.03.2005,1200.07,81.42,3.726,4.222,4.543
14.03.2005,1206.83,81.97,3.732,4.196,4.518
15.03.2005,1197.75,82.12,3.738,4.226,4.547
16.03.2005,1188.07,81.62,3.717,4.18,4.515
17.03.2005,1190.21,81.84,3.685,4.135,4.469
18.03.2005,1189.65,82.13,3.708,4.166,4.511
21.03.2005,1183.78,82.88,3.714,4.177,4.527
22.03.2005,1171.71,83.36,3.817,4.303,4.63
23.03.2005,1172.53,84,3.829,4.281,4.601
24.03.2005,1171.42,84.13,3.856,4.307,4.597
25.03.2005,1171.42,84.13,3.856,4.307,4.597
28.03.2005,1174.28,84.62,3.875,4.337,4.638
29.03.2005,1165.36,84.32,3.843,4.282,4.586
30.03.2005,1181.41,84.29,3.844,4.254,4.558
31.03.2005,1180.59,84.06,3.792,4.174,4.493
01.04.2005,1172.92,84.43,3.739,4.137,4.453
04.04.2005,1176.12,84.78,3.723,4.126,4.462
05.04.2005,1181.39,84.66,3.729,4.134,4.471
06.04.2005,1184.07,84.68,3.697,4.082,4.434
07.04.2005,1191.14,84.87,3.723,4.134,4.482
08.04.2005,1181.2,84.47,3.75,4.145,4.484
11.04.2005,1181.21,84.16,3.739,4.109,4.444
12.04.2005,1187.76,84.42,3.691,4.036,4.361
13.04.2005,1173.79,84.42,3.664,4.024,4.373
14.04.2005,1162.05,85,3.584,3.944,4.338
15.04.2005,1142.62,84.56,3.525,3.875,4.262
18.04.2005,1145.98,84,3.546,3.939,4.262
19.04.2005,1152.78,83.76,3.508,3.852,4.21
20.04.2005,1137.5,83.52,3.502,3.833,4.202
21.04.2005,1159.95,83.7,3.625,3.96,4.303
22.04.2005,1152.12,83.5,3.614,3.925,4.253
25.04.2005,1162.1,83.82,3.641,3.942,4.253
26.04.2005,1151.74,83.96,3.657,3.96,4.27
27.04.2005,1156.38,84.12,3.624,3.916,4.229
28.04.2005,1143.22,84.35,3.567,3.818,4.16
29.04.2005,1156.85,84.43,3.651,3.902,4.199
02.05.2005,1162.16,84.49,3.635,3.884,4.194
03.05.2005,1161.17,84.51,3.646,3.87,4.189
04.05.2005,1175.65,84,3.62,3.863,4.188
05.05.2005,1172.63,83.94,3.556,3.805,4.16
06.05.2005,1171.35,84.61,3.725,3.957,4.266
09.05.2005,1178.84,84.64,3.757,3.989,4.282
10.05.2005,1166.22,84.45,3.672,3.908,4.216
11.05.2005,1171.11,84.94,3.678,3.903,4.203
12.05.2005,1159.36,85.49,3.656,3.872,4.176
13.05.2005,1154.05,86.1,3.598,3.826,4.123
16.05.2005,1165.69,86.12,3.598,3.83,4.131
17.05.2005,1173.8,86.21,3.598,3.814,4.12
18.05.2005,1185.56,85.82,3.581,3.799,4.092
19.05.2005,1191.08,86.09,3.64,3.847,4.114
20.05.2005,1189.28,86.63,3.673,3.875,4.126
23.05.2005,1193.86,86.4,3.624,3.814,4.061
24.05.2005,1194.07,86.37,3.597,3.783,4.032
25.05.2005,1190.01,86.35,3.608,3.817,4.088
26.05.2005,1197.62,86.85,3.631,3.817,4.083
27.05.2005,1198.78,86.42,3.652,3.815,4.072
30.05.2005,1198.78,86.42,3.652,3.815,4.072
31.05.2005,1191.5,87.76,3.584,3.741,3.986
01.06.2005,1202.27,88.11,3.484,3.628,3.89
02.06.2005,1204.29,87.75,3.521,3.654,3.901
03.06.2005,1196.02,88.04,3.574,3.735,3.98
06.06.2005,1197.51,87.6,3.579,3.721,3.955
07.06.2005,1197.26,87.49,3.563,3.686,3.907
08.06.2005,1194.67,87.88,3.605,3.724,3.94
09.06.2005,1200.93,88.07,3.632,3.742,3.95
10.06.2005,1198.11,88.69,3.696,3.84,4.053
13.06.2005,1200.82,88.95,3.697,3.871,4.09
14.06.2005,1203.91,89.26,3.692,3.873,4.112
15.06.2005,1206.58,88.65,3.719,3.887,4.11
16.06.2005,1210.96,88.72,3.681,3.85,4.069
17.06.2005,1216.96,87.73,3.703,3.865,4.075
20.06.2005,1216.1,88.49,3.72,3.889,4.11
21.06.2005,1213.61,88.18,3.693,3.83,4.044
22.06.2005,1213.88,88.56,3.612,3.725,3.944
23.06.2005,1200.73,89.12,3.623,3.738,3.956
24.06.2005,1191.57,88.78,3.575,3.698,3.92
27.06.2005,1190.69,88.45,3.586,3.686,3.906
28.06.2005,1201.57,88.99,3.657,3.757,3.973
29.06.2005,1199.85,89.11,3.662,3.761,3.986
30.06.2005,1191.33,89.11,3.651,3.703,3.919
01.07.2005,1194.44,90.13,3.699,3.838,4.051
04.07.2005,1194.44,90.43,3.699,3.838,4.051
05.07.2005,1204.99,90.44,3.788,3.896,4.11
06.07.2005,1194.94,90.38,3.773,3.868,4.074
07.07.2005,1197.87,90.28,3.72,3.844,4.065
08.07.2005,1211.86,90.25,3.779,3.885,4.098
11.07.2005,1219.44,89.46,3.795,3.899,4.1
12.07.2005,1222.21,88.41,3.827,3.945,4.144
13.07.2005,1223.29,89.31,3.838,3.956,4.162
14.07.2005,1226.5,89.4,3.849,3.978,4.179
15.07.2005,1227.92,89.72,3.866,3.978,4.171
18.07.2005,1221.13,89.64,3.888,4.025,4.225
19.07.2005,1229.35,89.85,3.866,3.99,4.187
20.07.2005,1235.2,89.34,3.878,3.978,4.162
21.07.2005,1227.04,88.93,3.943,4.088,4.279
22.07.2005,1233.68,89.64,3.917,4.038,4.221
25.07.2005,1229.03,89.6,3.95,4.071,4.249
26.07.2005,1231.16,90,3.945,4.059,4.23
27.07.2005,1236.79,89.73,3.989,4.094,4.259
28.07.2005,1243.72,89.34,3.954,4.04,4.193
29.07.2005,1234.18,89.35,4.022,4.126,4.282
01.08.2005,1235.35,88.8,4.044,4.155,4.315
02.08.2005,1244.12,88.76,4.054,4.164,4.338
03.08.2005,1245.04,87.99,4.023,4.127,4.296
04.08.2005,1235.86,87.8,4.044,4.146,4.317
05.08.2005,1226.42,88.06,4.108,4.234,4.392
08.08.2005,1223.13,87.92,4.162,4.284,4.426
09.08.2005,1231.38,87.89,4.109,4.24,4.391
10.08.2005,1229.13,87.61,4.12,4.242,4.395
11.08.2005,1237.81,87.1,4.072,4.174,4.331
12.08.2005,1230.39,86.98,4.035,4.12,4.244
15.08.2005,1233.87,87.32,4.068,4.169,4.281
16.08.2005,1219.34,87.43,4.008,4.08,4.222
17.08.2005,1220.24,88,4.052,4.106,4.275
18.08.2005,1219.02,88.59,3.998,4.073,4.21
19.08.2005,1219.71,88.58,4.02,4.083,4.212
22.08.2005,1221.73,88.14,4.02,4.079,4.213
23.08.2005,1217.57,88.08,3.988,4.044,4.186
24.08.2005,1209.59,87.91,3.982,4.034,4.176
25.08.2005,1212.39,87.64,4.005,4.042,4.161
26.08.2005,1205.1,87.86,4.068,4.091,4.19
29.08.2005,1212.28,88.25,4.063,4.077,4.174
30.08.2005,1208.41,88.35,3.942,3.974,4.093
31.08.2005,1220.33,87.58,3.832,3.861,4.015
01.09.2005,1221.59,86.55,3.727,3.835,4.027
02.09.2005,1218.02,86.3,3.757,3.853,4.04
05.09.2005,1218.02,86.17,3.757,3.853,4.04
06.09.2005,1233.39,86.57,3.809,3.903,4.093
07.09.2005,1236.36,86.97,3.851,3.942,4.142
08.09.2005,1231.67,87.04,3.877,3.955,4.146
09.09.2005,1241.48,86.89,3.882,3.934,4.125
12.09.2005,1240.56,87.71,3.914,3.981,4.174
13.09.2005,1231.2,87.75,3.871,3.932,4.134
14.09.2005,1227.16,87.67,3.887,3.958,4.169
15.09.2005,1227.73,88.13,3.903,4,4.216
16.09.2005,1237.91,88.05,3.972,4.065,4.271
19.09.2005,1231.02,88.44,3.924,4.025,4.251
20.09.2005,1221.34,88.6,3.983,4.058,4.247
21.09.2005,1210.2,88.14,3.939,3.987,4.191
22.09.2005,1214.62,88.56,3.945,3.994,4.184
23.09.2005,1215.29,89.21,4.02,4.075,4.25
26.09.2005,1215.63,89.11,4.059,4.117,4.296
27.09.2005,1215.66,89.6,4.086,4.11,4.293
28.09.2005,1216.89,89.47,4.092,4.11,4.261
29.09.2005,1227.68,89.4,4.132,4.154,4.297
30.09.2005,1228.81,89.52,4.18,4.196,4.33
03.10.2005,1226.7,90.13,4.217,4.246,4.387
04.10.2005,1214.47,90.1,4.217,4.237,4.374
05.10.2005,1196.39,89.98,4.201,4.214,4.354
06.10.2005,1191.49,88.66,4.196,4.253,4.382
07.10.2005,1195.9,89.17,4.192,4.233,4.36
10.10.2005,1187.33,89.46,4.192,4.233,4.36
11.10.2005,1184.87,89.97,4.219,4.272,4.392
12.10.2005,1177.68,89.63,4.24,4.317,4.446
13.10.2005,1176.84,89.81,4.246,4.322,4.473
14.10.2005,1186.57,89.35,4.263,4.345,4.487
17.10.2005,1190.1,89.8,4.274,4.361,4.496
18.10.2005,1178.14,90.29,4.258,4.334,4.48
19.10.2005,1195.76,89.99,4.242,4.324,4.466
20.10.2005,1177.8,89.91,4.259,4.299,4.461
21.10.2005,1179.59,90.31,4.211,4.259,4.391
24.10.2005,1199.38,90.11,4.255,4.318,4.447
25.10.2005,1196.54,89.24,4.31,4.411,4.512
26.10.2005,1191.38,89.49,4.382,4.462,4.593
27.10.2005,1178.9,89.1,4.356,4.428,4.562
28.10.2005,1198.41,89.59,4.387,4.457,4.573
31.10.2005,1207.01,90.07,4.382,4.448,4.562
01.11.2005,1202.76,90.08,4.414,4.464,4.581
02.11.2005,1214.76,89.72,4.43,4.497,4.611
03.11.2005,1219.94,90.44,4.457,4.547,4.647
04.11.2005,1220.14,91.26,4.468,4.565,4.663
07.11.2005,1222.81,91.29,4.458,4.54,4.641
08.11.2005,1218.59,91.37,4.42,4.478,4.568
09.11.2005,1220.65,91.5,4.485,4.566,4.637
10.11.2005,1230.96,92.08,4.437,4.477,4.566
11.11.2005,1234.72,91.98,4.443,4.486,4.577
14.11.2005,1233.76,92.13,4.492,4.549,4.606
15.11.2005,1229.01,92.09,4.47,4.503,4.56
16.11.2005,1231.21,92.33,4.406,4.422,4.482
17.11.2005,1242.8,91.88,4.373,4.403,4.462
18.11.2005,1248.27,91.93,4.401,4.424,4.5
21.11.2005,1254.85,92.03,4.379,4.397,4.462
22.11.2005,1261.23,91.5,4.309,4.343,4.429
23.11.2005,1265.61,91.51,4.352,4.378,4.476
24.11.2005,1265.61,91.51,4.352,4.378,4.476
25.11.2005,1268.25,92.04,4.329,4.332,4.431
28.11.2005,1257.46,90.98,4.324,4.323,4.407
29.11.2005,1257.48,91.62,4.398,4.4,4.482
30.11.2005,1249.48,91.57,4.424,4.418,4.496
01.12.2005,1264.67,91.82,4.441,4.45,4.52
02.12.2005,1265.08,91.95,4.43,4.444,4.521
05.12.2005,1262.09,91.48,4.468,4.496,4.572
06.12.2005,1263.7,91.44,4.404,4.419,4.493
07.12.2005,1257.36,91.89,4.415,4.444,4.52
08.12.2005,1255.84,91.26,4.356,4.368,4.466
09.12.2005,1259.37,91.25,4.421,4.433,4.538
12.12.2005,1260.43,90.35,4.443,4.458,4.551
13.12.2005,1267.43,90.38,4.421,4.43,4.53
14.12.2005,1272.74,89.83,4.368,4.379,4.453
15.12.2005,1270.94,90.02,4.368,4.378,4.468
16.12.2005,1267.32,89.7,4.357,4.354,4.443
19.12.2005,1259.92,89.87,4.373,4.366,4.443
20.12.2005,1259.62,90.78,4.412,4.401,4.466
21.12.2005,1262.79,90.94,4.434,4.437,4.491
22.12.2005,1268.12,90.72,4.385,4.373,4.434
23.12.2005,1268.66,90.84,4.358,4.324,4.376
26.12.2005,1268.66,90.84,4.358,4.324,4.376
27.12.2005,1256.54,91.19,4.352,4.295,4.341
28.12.2005,1258.17,91.26,4.369,4.327,4.377
29.12.2005,1254.42,91.1,4.38,4.332,4.367
30.12.2005,1248.29,91.17,4.401,4.357,4.395
02.01.2006,1248.29,91.17,4.401,4.357,4.395
03.01.2006,1268.8,89.84,4.332,4.309,4.371
04.01.2006,1273.46,89.14,4.306,4.284,4.353
05.01.2006,1273.48,89.33,4.327,4.291,4.357
06.01.2006,1285.45,88.85,4.364,4.319,4.38
09.01.2006,1290.15,89.25,4.353,4.307,4.376
10.01.2006,1289.69,89.33,4.401,4.365,4.429
11.01.2006,1294.18,88.99,4.433,4.399,4.458
12.01.2006,1286.06,89.44,4.385,4.343,4.411
13.01.2006,1287.61,88.89,4.342,4.292,4.357
16.01.2006,1287.61,89.15,4.342,4.292,4.357
17.01.2006,1282.93,89.3,4.331,4.274,4.333
18.01.2006,1277.93,89.26,4.341,4.273,4.342
19.01.2006,1285.04,89.39,4.374,4.313,4.378
20.01.2006,1261.49,88.95,4.363,4.292,4.362
23.01.2006,1263.82,87.95,4.357,4.294,4.36
24.01.2006,1266.86,88.06,4.384,4.324,4.393
25.01.2006,1264.68,88.33,4.461,4.407,4.481
26.01.2006,1273.83,88.62,4.491,4.439,4.525
27.01.2006,1283.72,89.32,4.502,4.448,4.508
30.01.2006,1285.2,89.42,4.512,4.463,4.534
31.01.2006,1280.08,88.96,4.534,4.457,4.525
01.02.2006,1282.46,89.51,4.582,4.509,4.562
02.02.2006,1270.84,89.37,4.593,4.506,4.563
03.02.2006,1264.03,89.89,4.593,4.485,4.531
06.02.2006,1265.02,90.29,4.615,4.513,4.547
07.02.2006,1254.78,90.24,4.61,4.522,4.571
08.02.2006,1265.65,90.43,4.642,4.55,4.598
09.02.2006,1263.77,90.29,4.653,4.546,4.545
10.02.2006,1266.99,90.55,4.692,4.592,4.582
13.02.2006,1262.86,90.54,4.676,4.574,4.584
14.02.2006,1275.53,90.54,4.693,4.599,4.615
15.02.2006,1280,90.72,4.704,4.603,4.603
16.02.2006,1289.38,90.73,4.694,4.587,4.593
17.02.2006,1287.24,90.64,4.673,4.557,4.54
20.02.2006,1287.24,90.64,4.673,4.557,4.54
21.02.2006,1283.03,90.55,4.706,4.593,4.568
22.02.2006,1292.67,90.67,4.674,4.569,4.529
23.02.2006,1287.79,90.39,4.731,4.617,4.565
24.02.2006,1289.43,90.61,4.726,4.643,4.573
27.02.2006,1294.12,90.63,4.736,4.659,4.593
28.02.2006,1280.66,90.11,4.683,4.604,4.549
01.03.2006,1291.24,90.22,4.71,4.633,4.589
02.03.2006,1289.14,89.56,4.726,4.668,4.635
03.03.2006,1287.23,89.66,4.747,4.713,4.685
06.03.2006,1278.26,89.89,4.769,4.767,4.743
07.03.2006,1275.88,90.77,4.758,4.753,4.733
08.03.2006,1278.47,90.62,4.721,4.746,4.734
09.03.2006,1272.23,90.75,4.732,4.744,4.73
10.03.2006,1281.58,90.85,4.743,4.769,4.757
13.03.2006,1284.13,90.54,4.732,4.771,4.774
14.03.2006,1297.48,90,4.651,4.674,4.697
15.03.2006,1303.02,89.7,4.683,4.696,4.73
16.03.2006,1305.33,89.07,4.624,4.596,4.646
17.03.2006,1307.25,88.92,4.651,4.624,4.675
20.03.2006,1305.08,89.13,4.651,4.614,4.661
21.03.2006,1297.23,89.62,4.733,4.696,4.718
22.03.2006,1305.04,89.72,4.744,4.693,4.705
23.03.2006,1301.67,90.46,4.771,4.734,4.738
24.03.2006,1302.95,90.07,4.717,4.662,4.674
27.03.2006,1301.6,90.07,4.733,4.695,4.704
28.03.2006,1293.23,90.25,4.8,4.787,4.783
29.03.2006,1302.89,90.25,4.805,4.804,4.809
30.03.2006,1300.25,89.39,4.843,4.826,4.86
31.03.2006,1294.83,89.73,4.822,4.818,4.853
03.04.2006,1297.81,89.63,4.854,4.835,4.872
04.04.2006,1305.93,88.83,4.833,4.807,4.871
05.04.2006,1311.56,88.63,4.806,4.796,4.843
06.04.2006,1309.04,88.96,4.839,4.843,4.898
07.04.2006,1295.5,89.63,4.899,4.916,4.974
10.04.2006,1296.6,89.72,4.894,4.889,4.962
11.04.2006,1286.57,89.44,4.872,4.861,4.929
12.04.2006,1288.12,89.62,4.91,4.913,4.979
13.04.2006,1289.12,89.62,4.954,4.978,5.05
14.04.2006,1289.12,89.62,4.954,4.978,5.05
17.04.2006,1285.33,88.64,4.906,4.926,5.009
18.04.2006,1307.65,88.24,4.836,4.872,4.981
19.04.2006,1309.93,87.79,4.863,4.9,5.028
20.04.2006,1311.46,88.25,4.886,4.928,5.042
21.04.2006,1311.28,88.05,4.908,4.917,5.014
24.04.2006,1308.11,87.45,4.887,4.897,4.987
25.04.2006,1301.74,87.32,4.942,4.975,5.073
26.04.2006,1305.41,87.22,4.992,5.021,5.107
27.04.2006,1309.72,86.63,4.907,4.953,5.081
28.04.2006,1310.61,86.11,4.875,4.918,5.067
01.05.2006,1305.19,85.97,4.933,5.011,5.138
02.05.2006,1313.21,85.79,4.923,4.988,5.114
03.05.2006,1307.85,85.84,4.944,5.014,5.145
04.05.2006,1312.25,85.84,4.976,5.034,5.152
05.05.2006,1325.76,85.12,4.944,4.984,5.108
08.05.2006,1324.66,85.23,4.966,5.004,5.119
09.05.2006,1325.14,84.83,4.971,5.015,5.13
10.05.2006,1322.85,84.5,4.993,5.022,5.129
11.05.2006,1305.92,84.27,4.993,5.036,5.157
12.05.2006,1291.24,83.96,5.009,5.087,5.188
15.05.2006,1294.5,84.54,4.982,5.04,5.157
16.05.2006,1292.08,84.17,4.95,4.986,5.104
17.05.2006,1270.32,84.85,4.966,5.019,5.153
18.05.2006,1261.81,84.51,4.939,4.948,5.068
19.05.2006,1267.03,84.88,4.961,4.972,5.06
22.05.2006,1262.07,84.35,4.944,4.946,5.044
23.05.2006,1256.58,84.35,4.972,4.927,5.041
24.05.2006,1258.57,84.95,4.934,4.941,5.04
25.05.2006,1272.88,84.65,4.965,4.972,5.076
26.05.2006,1280.16,85.26,4.949,4.946,5.054
29.05.2006,1280.16,85.26,4.949,4.946,5.054
30.05.2006,1259.84,84.28,4.981,4.982,5.087
31.05.2006,1270.09,84.72,5.04,5.039,5.116
01.06.2006,1285.71,84.79,5.03,5.023,5.11
02.06.2006,1288.22,84.05,4.917,4.903,4.996
05.06.2006,1265.29,84.14,4.982,4.953,5.025
06.06.2006,1263.85,84.73,4.998,4.948,5.007
07.06.2006,1256.15,84.99,5.014,4.968,5.024
08.06.2006,1257.93,85.91,5.003,4.95,4.993
09.06.2006,1252.3,85.72,5.009,4.943,4.984
12.06.2006,1236.4,85.85,5.025,4.952,4.989
13.06.2006,1223.69,86.43,5.009,4.932,4.962
14.06.2006,1230.04,86.14,5.107,5.047,5.049
15.06.2006,1256.16,86.02,5.14,5.073,5.098
16.06.2006,1251.54,85.92,5.163,5.106,5.131
19.06.2006,1240.14,86.31,5.18,5.118,5.145
20.06.2006,1240.12,86.18,5.197,5.137,5.156
21.06.2006,1252.2,85.78,5.202,5.142,5.157
22.06.2006,1245.6,86.39,5.241,5.194,5.201
23.06.2006,1244.5,86.82,5.27,5.21,5.229
26.06.2006,1250.56,86.49,5.26,5.214,5.241
27.06.2006,1239.2,86.47,5.244,5.194,5.211
28.06.2006,1246,86.63,5.28,5.24,5.249
29.06.2006,1272.87,85.87,5.194,5.157,5.203
30.06.2006,1270.2,85.22,5.157,5.102,5.14
03.07.2006,1280.19,85.18,5.178,5.114,5.154
04.07.2006,1280.19,85.18,5.178,5.114,5.154
05.07.2006,1270.91,85.6,5.243,5.188,5.225
06.07.2006,1274.08,85.35,5.216,5.15,5.188
07.07.2006,1265.48,84.98,5.173,5.116,5.132
10.07.2006,1267.34,85.5,5.178,5.098,5.131
11.07.2006,1272.52,85.36,5.162,5.078,5.101
12.07.2006,1258.6,85.91,5.173,5.081,5.102
13.07.2006,1242.29,85.79,5.124,5.04,5.075
14.07.2006,1236.2,86.09,5.096,5.031,5.062
17.07.2006,1234.49,86.96,5.113,5.038,5.071
18.07.2006,1236.86,87.01,5.189,5.112,5.135
19.07.2006,1259.81,86.46,5.112,5.023,5.06
20.07.2006,1249.13,86.22,5.063,4.984,5.029
21.07.2006,1240.29,85.93,5.085,4.994,5.047
24.07.2006,1260.91,86.34,5.09,4.998,5.047
25.07.2006,1268.88,86.64,5.117,5.025,5.067
26.07.2006,1268.4,85.93,5.068,4.983,5.037
27.07.2006,1263.2,85.87,5.053,4.983,5.039
28.07.2006,1278.55,85.44,4.984,4.92,4.99
31.07.2006,1276.66,85.3,4.963,4.905,4.991
01.08.2006,1270.92,85.05,4.963,4.898,4.985
02.08.2006,1278.55,85.05,4.957,4.889,4.964
03.08.2006,1280.27,85.02,4.984,4.905,4.95
04.08.2006,1279.36,84.57,4.914,4.834,4.902
07.08.2006,1275.77,84.75,4.951,4.868,4.922
08.08.2006,1271.48,84.66,4.903,4.846,4.922
09.08.2006,1265.95,84.71,4.913,4.859,4.936
10.08.2006,1271.81,85.08,4.929,4.869,4.936
11.08.2006,1266.74,85.52,4.972,4.916,4.974
14.08.2006,1268.21,85.64,5.015,4.948,4.999
15.08.2006,1285.58,85.22,4.95,4.878,4.933
16.08.2006,1295.43,84.88,4.885,4.803,4.865
17.08.2006,1297.48,85.04,4.901,4.815,4.869
18.08.2006,1302.3,85.09,4.878,4.788,4.846
21.08.2006,1297.52,84.63,4.867,4.767,4.818
22.08.2006,1298.82,85.18,4.872,4.767,4.811
23.08.2006,1292.99,85.13,4.883,4.781,4.819
24.08.2006,1296.06,85.28,4.888,4.774,4.806
25.08.2006,1295.09,85.38,4.871,4.75,4.784
28.08.2006,1301.78,85.23,4.882,4.772,4.793
29.08.2006,1304.28,84.91,4.871,4.761,4.786
30.08.2006,1304.27,84.97,4.817,4.72,4.754
31.08.2006,1303.82,85.05,4.785,4.694,4.732
01.09.2006,1311.01,84.94,4.763,4.687,4.725
04.09.2006,1311.01,84.94,4.763,4.687,4.725
05.09.2006,1313.25,85,4.8,4.733,4.783
06.09.2006,1300.26,85.1,4.816,4.746,4.799
07.09.2006,1294.02,85.53,4.826,4.735,4.794
08.09.2006,1298.92,85.95,4.81,4.716,4.778
11.09.2006,1299.54,85.92,4.831,4.739,4.803
12.09.2006,1313.11,85.92,4.825,4.71,4.775
13.09.2006,1318.07,85.87,4.798,4.705,4.763
14.09.2006,1316.28,85.66,4.841,4.746,4.793
15.09.2006,1319.87,85.99,4.863,4.757,4.798
18.09.2006,1321.18,85.81,4.884,4.777,4.812
19.09.2006,1318.31,85.94,4.803,4.694,4.739
20.09.2006,1325.18,85.81,4.824,4.7,4.733
21.09.2006,1318.03,85.18,4.71,4.59,4.646
22.09.2006,1314.78,85.2,4.676,4.549,4.595
25.09.2006,1326.37,85.29,4.648,4.506,4.551
26.09.2006,1336.34,85.63,4.697,4.56,4.586
27.09.2006,1336.59,85.66,4.697,4.563,4.6
28.09.2006,1339.15,85.72,4.667,4.54,4.622
29.09.2006,1335.85,85.97,4.689,4.587,4.634
02.10.2006,1331.32,85.59,4.651,4.553,4.616
03.10.2006,1334.11,85.71,4.667,4.562,4.616
04.10.2006,1350.22,85.84,4.593,4.493,4.564
05.10.2006,1353.22,85.92,4.657,4.548,4.609
06.10.2006,1349.58,86.44,4.748,4.649,4.698
09.10.2006,1350.66,86.52,4.748,4.646,4.698
10.10.2006,1353.42,87.02,4.823,4.717,4.755
