date;N10D;GPRD;GPRD_ACT;GPRD_THREAT
24.06.1993;1013;104.64;52.16;146.83
25.06.1993;957;124.61;103.52;143.91
26.06.1993;887;153.12;96.80;186.32
27.06.1993;918;68.56;100.73;54.01
28.06.1993;764;190.78;155.61;230.74
29.06.1993;899;169.50;191.02;134.81
30.06.1993;900;117.78;29.35;177.51
01.07.1993;1002;105.79;79.10;109.96
02.07.1993;924;136.23;121.52;131.17
03.07.1993;807;155.98;106.40;184.32
04.07.1993;873;102.45;75.66;119.90
05.07.1993;623;143.56;74.21;194.54
06.07.1993;762;143.46;147.35;151.82
07.07.1993;788;155.54;125.72;160.80
08.07.1993;989;100.48;66.78;122.55
09.07.1993;949;101.23;83.52;121.91
10.07.1993;750;136.92;132.09;139.56
11.07.1993;870;133.26;75.92;177.30
12.07.1993;754;175.73;148.91;197.27
13.07.1993;824;136.68;104.20;147.09
14.07.1993;877;132.20;135.56;138.20
15.07.1993;995;133.17;126.12;138.42
16.07.1993;956;128.21;124.36;109.49
17.07.1993;775;162.42;85.22;213.25
18.07.1993;828;72.01;47.86;86.49
19.07.1993;724;141.84;109.47;152.18
20.07.1993;817;145.96;105.09;175.32
21.07.1993;805;115.22;73.84;136.87
22.07.1993;1020;97.43;77.70;118.82
23.07.1993;940;112.77;112.42;117.21
24.07.1993;794;112.64;99.82;117.95
25.07.1993;898;55.33;51.48;49.08
26.07.1993;750;132.50;149.71;132.22
27.07.1993;810;118.60;163.08;68.01
28.07.1993;852;159.41;201.55;129.32
29.07.1993;979;118.43;128.18;106.92
30.07.1993;938;88.29;119.70;70.48
31.07.1993;754;118.62;131.39;102.29
01.08.1993;867;72.59;83.80;63.54
02.08.1993;727;113.91;118.10;98.51
03.08.1993;800;115.94;148.61;89.52
04.08.1993;849;101.44;132.25;77.87
05.08.1993;947;87.45;111.59;75.63
06.08.1993;901;73.53;102.63;55.03
07.08.1993;758;91.77;60.99;101.75
08.08.1993;859;53.99;69.20;44.89
09.08.1993;712;69.79;37.11;92.85
10.08.1993;793;116.96;124.93;118.10
11.08.1993;794;75.10;66.55;76.32
12.08.1993;990;87.00;73.39;94.60
13.08.1993;975;91.73;81.29;84.75
14.08.1993;762;95.64;95.34;86.76
15.08.1993;858;38.61;15.40;51.37
16.08.1993;723;114.54;91.35;129.53
17.08.1993;816;89.31;89.03;87.77
18.08.1993;834;107.24;110.87;92.48
19.08.1993;945;91.14;118.82;58.30
20.08.1993;906;95.06;123.93;66.89
21.08.1993;737;116.86;134.42;112.12
22.08.1993;876;68.07;82.94;50.31
23.08.1993;700;118.31;132.09;110.18
24.08.1993;805;82.30;90.25;75.28
25.08.1993;808;139.39;73.57;190.91
26.08.1993;968;153.99;115.99;199.19
27.08.1993;935;152.34;77.70;194.44
28.08.1993;744;120.21;71.02;162.90
29.08.1993;816;97.43;72.85;114.77
30.08.1993;766;99.46;120.71;79.11
31.08.1993;474;48.92;41.80;46.49
01.09.1993;772;68.65;68.44;64.22
02.09.1993;985;67.26;60.35;78.30
03.09.1993;1005;105.47;72.29;137.04
04.09.1993;758;83.03;52.28;116.29
05.09.1993;871;83.67;83.41;75.90
06.09.1993;658;80.55;80.30;66.98
07.09.1993;740;111.91;107.10;104.22
08.09.1993;828;60.01;39.88;66.53
09.09.1993;994;103.31;59.80;127.47
10.09.1993;1020;103.92;116.55;91.82
11.09.1993;793;91.90;116.60;90.31
12.09.1993;1003;66.05;72.43;65.91
13.09.1993;802;78.48;82.35;75.56
14.09.1993;871;95.08;83.41;94.87
15.09.1993;869;64.80;76.00;44.38
16.09.1993;1025;122.81;109.54;123.62
17.09.1993;981;77.66;80.79;84.24
18.09.1993;835;83.31;71.19;85.77
19.09.1993;909;98.39;101.72;96.97
20.09.1993;804;103.00;147.87;68.52
21.09.1993;921;89.92;114.74;65.80
22.09.1993;911;109.09;58.00;139.09
23.09.1993;1002;95.87;59.32;115.46
24.09.1993;1020;74.70;64.75;91.82
25.09.1993;824;76.38;48.09;100.29
26.09.1993;1006;46.10;26.26;71.19
27.09.1993;822;84.63;40.17;127.34
28.09.1993;884;153.64;104.60;186.96
29.09.1993;944;80.71;41.98;99.21
30.09.1993;1051;81.95;37.71;110.08
01.10.1993;1027;161.27;70.74;225.30
02.10.1993;809;94.18;48.98;115.76
03.10.1993;1008;55.87;52.42;54.65
04.10.1993;809;122.84;114.30;129.38
05.10.1993;899;128.97;88.16;140.94
06.10.1993;923;89.72;42.93;113.40
07.10.1993;1059;84.46;62.37;93.64
08.10.1993;1067;99.35;68.09;118.75
09.10.1993;839;106.60;78.72;131.32
10.10.1993;1027;64.51;77.17;42.91
11.10.1993;851;66.17;77.61;45.31
12.10.1993;895;129.54;81.18;172.35
13.10.1993;895;136.94;36.90;196.97
14.10.1993;1024;113.22;38.70;161.40
15.10.1993;1042;98.55;63.39;111.03
16.10.1993;855;96.86;15.45;148.20
17.10.1993;1007;92.11;26.24;136.77
18.10.1993;843;117.88;86.18;137.24
19.10.1993;911;149.08;87.00;187.46
20.10.1993;894;140.80;103.43;160.22
21.10.1993;1100;87.33;48.03;110.18
22.10.1993;1030;122.21;25.65;192.55
23.10.1993;851;89.53;85.37;90.63
24.10.1993;929;99.84;78.20;106.74
25.10.1993;784;160.56;101.09;217.83
26.10.1993;905;142.75;80.28;176.53
27.10.1993;917;101.15;122.44;78.10
28.10.1993;1004;92.38;59.21;115.23
29.10.1993;1024;106.75;45.15;150.64
30.10.1993;822;76.57;40.17;100.53
31.10.1993;1176;53.52;44.93;51.53
01.11.1993;799;107.79;82.66;110.32
02.11.1993;857;77.31;61.65;83.57
03.11.1993;890;111.66;59.37;136.18
04.11.1993;998;76.34;39.71;115.92
05.11.1993;1011;65.53;45.73;81.74
06.11.1993;835;115.05;39.55;171.54
07.11.1993;1145;101.26;63.45;129.91
08.11.1993;825;92.35;32.02;133.55
09.11.1993;889;81.98;44.58;117.74
10.11.1993;883;63.78;74.80;62.39
11.11.1993;994;96.64;59.80;116.39
12.11.1993;989;60.29;60.10;50.13
13.11.1993;849;70.23;101.13;32.44
14.11.1993;1247;53.13;58.26;61.85
15.11.1993;818;68.84;64.59;80.82
16.11.1993;1049;72.63;37.78;99.78
17.11.1993;871;121.70;83.41;145.47
18.11.1993;1051;91.40;50.27;110.08
19.11.1993;951;107.98;27.78;162.20
20.11.1993;851;62.28;15.52;90.63
21.11.1993;1157;68.71;34.25;90.47
22.11.1993;808;73.79;24.52;109.09
23.11.1993;887;93.36;29.78;136.64
24.11.1993;944;77.20;20.99;122.55
25.11.1993;936;67.24;35.28;82.40
26.11.1993;919;72.09;71.87;65.94
27.11.1993;798;112.08;107.60;124.26
28.11.1993;1037;54.30;25.48;69.06
29.11.1993;779;80.79;50.87;91.93
30.11.1993;939;109.36;70.34;152.54
01.12.1993;835;91.24;79.10;92.37
02.12.1993;1126;47.07;23.46;58.71
03.12.1993;1195;77.62;16.58;119.86
04.12.1993;860;92.44;38.40;128.12
05.12.1993;926;57.24;42.80;59.49
06.12.1993;889;63.34;59.44;61.97
07.12.1993;1001;66.19;52.79;71.55
08.12.1993;842;125.89;47.06;170.11
09.12.1993;1003;85.87;39.51;115.34
10.12.1993;1025;103.42;64.44;123.62
11.12.1993;763;65.12;69.25;57.76
12.12.1993;1107;50.87;29.83;59.72
13.12.1993;844;58.87;46.95;71.80
14.12.1993;857;108.23;46.24;154.28
15.12.1993;868;80.14;38.05;101.55
16.12.1993;1048;82.18;50.42;105.13
17.12.1993;1014;104.54;58.62;135.82
18.12.1993;581;74.12;34.10;104.30
19.12.1993;1073;43.22;24.62;51.34
20.12.1993;762;91.29;86.68;79.53
21.12.1993;789;100.76;41.86;139.65
22.12.1993;801;53.76;41.23;61.90
23.12.1993;965;75.52;41.07;97.05
24.12.1993;786;96.93;42.01;126.16
25.12.1993;314;105.50;84.14;157.90
26.12.1993;874;90.96;98.24;81.94
27.12.1993;661;110.25;69.94;133.35
28.12.1993;708;112.29;139.93;93.37
29.12.1993;725;73.10;63.77;68.39
30.12.1993;938;28.25;28.17;29.37
31.12.1993;805;119.33;73.84;150.56
01.01.1994;644;82.30;41.02;102.65
02.01.1994;976;57.70;60.90;56.44
03.01.1994;733;81.35;99.12;75.16
04.01.1994;791;108.88;91.85;104.47
05.01.1994;807;98.52;65.47;116.05
06.01.1994;954;118.06;117.69;109.72
07.01.1994;972;109.06;101.93;102.02
08.01.1994;832;115.46;87.32;132.43
09.01.1994;1074;64.77;61.50;56.42
10.01.1994;815;81.29;121.56;47.32
11.01.1994;837;114.77;102.58;125.06
12.01.1994;876;113.44;67.86;138.35
13.01.1994;1022;84.27;45.24;102.42
14.01.1994;971;92.11;88.43;90.78
15.01.1994;827;96.13;63.89;106.58
16.01.1994;1055;62.80;50.08;62.66
17.01.1994;748;75.29;61.81;73.65
18.01.1994;803;99.01;49.35;123.49
19.01.1994;851;81.74;85.37;64.74
20.01.1994;1001;33.09;46.19;22.01
21.01.1994;936;60.16;21.17;82.40
22.01.1994;820;72.71;32.22;107.49
23.01.1994;1073;43.22;18.47;66.74
24.01.1994;829;103.89;87.64;112.97
25.01.1994;861;100.03;61.37;127.97
26.01.1994;894;81.52;14.78;123.24
27.01.1994;992;86.82;19.97;138.84
28.01.1994;950;94.15;83.43;110.18
29.01.1994;831;51.82;71.53;53.03
30.01.1994;1092;45.50;30.24;50.45
31.01.1994;795;91.67;66.46;110.87
01.02.1994;815;73.16;72.94;60.84
02.02.1994;822;88.66;88.38;80.42
03.02.1994;988;87.17;66.85;100.37
04.02.1994;981;101.30;74.06;117.93
05.02.1994;779;89.30;50.87;106.08
06.02.1994;1113;98.22;83.08;108.89
07.02.1994;755;118.46;96.23;160.53
08.02.1994;834;182.71;134.63;217.98
09.02.1994;870;133.26;106.28;170.97
10.02.1994;984;124.56;114.11;151.16
11.02.1994;1009;128.04;65.46;185.64
12.02.1994;821;96.84;48.27;127.49
13.02.1994;1145;81.01;51.92;105.85
14.02.1994;807;168.30;65.47;238.93
15.02.1994;852;147.74;54.26;200.45
16.02.1994;942;193.41;126.21;233.93
17.02.1994;1033;157.13;63.94;234.65
18.02.1994;970;112.70;34.05;170.38
19.02.1994;853;166.99;85.17;232.50
20.02.1994;1111;134.17;107.01;153.72
21.02.1994;699;161.13;94.49;220.68
22.02.1994;872;140.56;90.89;176.89
23.02.1994;879;109.29;97.68;125.35
24.02.1994;1040;114.67;50.81;169.51
25.02.1994;1013;81.75;78.24;97.89
26.02.1994;840;106.48;78.63;118.05
27.02.1994;1103;78.08;59.88;79.91
28.02.1994;785;88.62;67.31;98.25
01.03.1994;877;94.43;97.90;94.22
02.03.1994;885;112.29;52.24;143.17
03.03.1994;994;93.31;99.67;88.68
04.03.1994;987;130.89;133.83;111.63
05.03.1994;830;107.76;95.49;99.56
06.03.1994;1103;45.05;41.92;39.96
07.03.1994;816;109.61;105.22;108.02
08.03.1994;877;105.76;105.43;100.51
09.03.1994;932;106.63;127.56;76.84
10.03.1994;981;128.32;134.65;117.93
11.03.1994;969;112.81;122.69;113.71
12.03.1994;825;48.18;48.03;46.74
13.03.1994;1094;60.56;54.34;55.39
14.03.1994;833;71.58;103.08;52.91
15.03.1994;936;63.70;49.39;64.74
16.03.1994;890;100.49;96.47;105.23
17.03.1994;1079;85.96;61.21;97.01
18.03.1994;1006;111.96;72.22;136.90
19.03.1994;835;75.38;63.28;79.17
20.03.1994;885;127.26;104.48;149.40
21.03.1994;819;117.29;56.45;154.71
22.03.1994;899;136.33;117.55;159.33
23.03.1994;882;112.67;82.37;124.92
24.03.1994;1009;91.92;65.46;109.20
25.03.1994;1009;72.23;65.46;76.44
26.03.1994;776;68.30;34.05;85.19
27.03.1994;949;66.32;55.68;63.86
28.03.1994;768;120.77;103.20;114.77
29.03.1994;865;53.61;30.54;76.43
30.03.1994;983;64.03;47.03;72.86
31.03.1994;892;100.27;66.64;111.17
01.04.1994;1015;94.64;52.06;130.26
02.04.1994;740;76.10;53.55;89.34
03.04.1994;1017;68.40;38.97;97.50
04.04.1994;779;68.04;67.83;84.86
05.04.1994;851;85.64;54.33;97.10
06.04.1994;815;65.03;32.42;81.11
07.04.1994;1005;65.92;59.15;60.30
08.04.1994;973;98.73;88.24;96.25
09.04.1994;804;53.56;57.50;54.82
10.04.1994;1096;60.45;48.21;60.32
11.04.1994;798;103.78;99.32;96.65
12.04.1994;860;100.15;122.88;76.87
13.04.1994;908;87.56;101.84;72.81
14.04.1994;989;77.04;73.46;77.98
15.04.1994;930;138.91;113.63;159.94
16.04.1994;819;80.89;56.45;100.90
17.04.1994;865;61.27;38.18;76.43
18.04.1994;768;129.40;86.00;150.64
19.04.1994;897;107.10;66.27;135.12
20.04.1994;847;156.44;85.78;227.64
21.04.1994;1037;105.41;50.95;132.81
22.04.1994;971;156.93;74.82;232.62
23.04.1994;834;115.19;63.35;165.14
24.04.1994;1092;84.94;60.48;121.08
25.04.1994;818;129.59;104.97;148.16
26.04.1994;884;104.92;67.24;143.33
27.04.1994;923;104.08;78.71;131.31
28.04.1994;1055;87.92;81.39;99.21
29.04.1994;1006;98.78;59.09;142.38
30.04.1994;804;74.16;32.86;95.93
01.05.1994;1070;65.01;37.04;87.53
02.05.1994;772;107.27;102.66;121.31
03.05.1994;874;128.86;68.01;189.10
04.05.1994;872;129.16;45.45;189.53
05.05.1994;991;90.25;19.99;138.98
06.05.1994;991;163.79;179.95;161.21
07.05.1994;830;91.79;63.66;106.20
08.05.1994;885;116.03;104.48;130.72
09.05.1994;797;141.31;74.58;193.54
10.05.1994;883;120.05;97.24;137.26
11.05.1994;861;80.79;61.37;89.58
12.05.1994;1019;97.52;77.78;102.72
13.05.1994;990;137.19;80.06;166.94
14.05.1994;808;86.09;40.87;122.73
15.05.1994;1099;84.40;78.13;95.24
16.05.1994;808;106.59;89.92;115.91
17.05.1994;857;96.63;69.36;115.71
18.05.1994;960;93.17;103.20;68.86
19.05.1994;1045;69.74;50.56;73.80
20.05.1994;1032;86.67;70.40;96.09
21.05.1994;811;85.78;97.73;67.93
22.05.1994;1065;87.09;68.22;87.94
23.05.1994;768;107.83;51.60;136.29
24.05.1994;905;131.77;80.28;164.36
25.05.1994;845;125.45;70.35;156.47
26.05.1994;1051;126.07;94.26;131.04
27.05.1994;978;145.64;114.81;163.36
28.05.1994;827;88.12;55.90;106.58
29.05.1994;1104;66.01;59.83;59.88
30.05.1994;638;103.84;82.82;112.25
31.05.1994;798;107.93;74.49;131.17
01.06.1994;830;147.67;63.66;205.76
02.06.1994;985;80.71;67.05;83.89
03.06.1994;1003;132.11;125.11;137.31
04.06.1994;818;141.74;121.11;141.43
05.06.1994;1061;99.91;99.60;93.46
06.06.1994;791;87.94;83.50;90.54
07.06.1994;858;96.52;38.49;134.84
08.06.1994;902;99.16;51.26;122.15
09.06.1994;1004;115.48;52.63;148.15
10.06.1994;1002;155.38;85.69;219.92
11.06.1994;811;126.62;73.30;156.24
12.06.1994;1110;98.48;95.20;99.26
13.06.1994;762;204.32;95.34;296.42
14.06.1994;903;132.06;146.28;146.42
15.06.1994;894;159.33;110.82;215.68
16.06.1994;1024;122.93;51.60;161.40
17.06.1994;993;120.09;33.26;177.53
18.06.1994;823;148.92;96.30;174.04
19.06.1994;1082;76.54;42.73;106.92
20.06.1994;808;163.99;81.74;211.36
21.06.1994;850;140.30;101.01;174.99
22.06.1994;868;95.41;98.92;88.85
23.06.1994;1049;113.68;69.26;141.80
24.06.1994;976;159.52;155.64;169.33
25.06.1994;818;105.29;72.67;134.69
26.06.1994;1040;63.70;76.21;58.27
27.06.1994;778;149.02;93.38;169.94
28.06.1994;921;118.69;100.40;137.58
29.06.1994;932;103.07;35.43;141.86
30.06.1994;1034;73.68;31.94;95.90
01.07.1994;955;55.50;48.41;57.69
02.07.1994;752;96.91;43.91;124.54
03.07.1994;1052;69.27;75.34;57.60
04.07.1994;645;107.85;143.36;76.87
05.07.1994;790;121.60;158.85;111.57
06.07.1994;844;149.14;101.73;176.24
07.07.1994;1012;121.11;65.26;157.87
08.07.1994;910;131.05;123.39;115.02
09.07.1994;817;97.31;80.84;107.89
10.07.1994;1020;97.43;64.75;124.22
11.07.1994;755;131.63;87.48;153.23
12.07.1994;874;72.01;45.34;88.24
13.07.1994;818;113.39;64.59;148.16
14.07.1994;1028;99.89;89.95;107.18
15.07.1994;939;77.61;70.34;76.27
16.07.1994;822;124.93;112.49;127.34
17.07.1994;1054;40.86;18.80;52.27
18.07.1994;783;110.00;50.61;140.72
19.07.1994;858;88.80;76.98;102.73
20.07.1994;839;82.91;62.98;118.19
21.07.1994;1005;72.51;32.86;98.67
22.07.1994;889;104.33;96.58;117.74
23.07.1994;800;103.52;74.30;123.95
24.07.1994;1003;59.45;59.26;54.93
25.07.1994;732;72.41;27.07;97.84
26.07.1994;736;99.02;71.79;119.76
27.07.1994;828;128.02;87.74;159.68
28.07.1994;973;125.97;115.40;130.22
29.07.1994;899;143.70;117.55;171.58
30.07.1994;793;137.85;74.96;187.57
31.07.1994;1017;110.74;90.92;124.59
01.08.1994;723;178.69;100.49;236.21
02.08.1994;807;119.04;73.66;184.32
03.08.1994;837;87.07;55.24;98.73
04.08.1994;907;113.22;116.51;109.33
05.08.1994;944;143.87;104.95;169.24
06.08.1994;812;126.47;130.14;128.91
07.08.1994;1020;84.44;90.65;97.22
08.08.1994;741;134.11;142.61;148.69
09.08.1994;800;124.22;90.82;144.61
10.08.1994;835;107.11;79.10;138.55
11.08.1994;953;90.37;117.82;69.37
12.08.1994;934;99.31;77.79;129.76
13.08.1994;781;123.00;67.65;148.13
14.08.1994;963;79.12;48.01;108.69
15.08.1994;717;101.64;46.06;138.30
16.08.1994;800;91.10;82.56;103.29
17.08.1994;793;79.37;66.63;76.42
18.08.1994;956;69.30;27.63;92.20
19.08.1994;934;85.12;63.64;100.27
20.08.1994;775;111.13;76.70;135.06
21.08.1994;993;90.07;53.21;127.60
22.08.1994;707;89.02;84.08;109.09
23.08.1994;796;58.26;33.19;69.21
24.08.1994;841;94.53;47.12;137.56
25.08.1994;996;96.45;53.05;121.68
26.08.1994;926;85.85;21.40;136.83
27.08.1994;790;71.28;50.16;83.68
28.08.1994;1005;65.92;59.15;71.26
29.08.1994;784;122.53;58.97;161.62
30.08.1994;868;83.96;7.61;139.63
31.08.1994;513;122.69;12.87;193.30
01.09.1994;1041;92.28;44.41;127.01
02.09.1994;983;124.68;47.03;168.13
03.09.1994;819;56.63;48.39;60.54
04.09.1994;1015;78.33;26.03;108.55
05.09.1994;651;91.59;81.16;93.09
06.09.1994;757;87.52;61.07;101.88
07.09.1994;792;75.29;50.04;97.38
08.09.1994;1084;97.79;24.37;147.38
09.09.1994;994;63.32;46.51;72.05
10.09.1994;849;74.13;23.34;110.31
11.09.1994;1098;45.25;24.06;60.21
12.09.1994;786;109.58;33.61;154.20
13.09.1994;953;114.71;110.89;104.05
14.09.1994;910;83.72;65.32;102.92
15.09.1994;1033;121.86;89.51;149.32
16.09.1994;1005;92.29;46.00;126.08
17.09.1994;820;105.03;88.60;120.93
18.09.1994;1053;81.79;50.18;109.87
19.09.1994;785;143.47;117.79;161.41
20.09.1994;912;152.55;65.18;217.46
21.09.1994;877;98.21;67.78;113.07
22.09.1994;1014;107.81;39.08;152.12
23.09.1994;1012;101.47;32.63;157.87
24.09.1994;823;80.50;48.15;100.41
25.09.1994;1107;77.80;23.87;119.44
26.09.1994;770;86.04;34.31;114.47
27.09.1994;921;161.85;71.71;227.30
28.09.1994;886;123.38;14.91;198.97
29.09.1994;1021;103.82;71.16;124.10
30.09.1994;1014;101.27;39.08;141.26
01.10.1994;844;51.02;15.65;71.80
02.10.1994;1133;43.86;23.32;68.07
03.10.1994;788;100.89;50.29;125.84
04.10.1994;875;68.14;45.29;81.85
05.10.1994;906;80.44;43.74;103.37
06.10.1994;1055;69.08;31.30;88.77
07.10.1994;999;59.69;33.06;71.69
08.10.1994;814;122.08;64.91;162.43
09.10.1994;1116;71.24;59.18;88.85
10.10.1994;746;159.86;70.83;228.93
11.10.1994;852;237.17;139.54;329.76
12.10.1994;926;146.67;71.33;214.17
13.10.1994;1020;103.92;45.33;151.23
14.10.1994;1015;127.28;71.58;162.83
15.10.1994;869;125.79;121.61;139.47
16.10.1994;1150;72.01;22.97;105.39
17.10.1994;785;126.59;92.55;140.36
18.10.1994;932;142.17;70.87;206.88
19.10.1994;893;122.41;36.98;178.90
20.10.1994;1050;116.73;106.93;115.43
21.10.1994;1002;105.79;85.69;115.46
22.10.1994;849;85.84;62.24;123.29
23.10.1994;1038;89.36;89.08;84.92
24.10.1994;752;96.91;87.83;102.56
25.10.1994;930;81.92;78.12;88.85
26.10.1994;943;42.15;42.02;58.42
27.10.1994;1040;98.74;120.66;90.05
28.10.1994;1011;81.91;78.39;81.74
29.10.1994;847;62.58;62.38;58.54
30.10.1994;1095;63.53;66.35;65.40
31.10.1994;754;74.69;96.36;73.06
01.11.1994;889;70.80;66.86;80.56
02.11.1994;891;70.64;74.13;68.01
03.11.1994;1046;44.34;37.89;52.67
04.11.1994;997;83.06;99.37;77.36
05.11.1994;841;55.14;62.83;45.85
06.11.1994;1109;56.75;65.51;64.58
07.11.1994;771;85.93;119.93;57.16
08.11.1994;898;51.64;22.06;73.62
09.11.1994;1158;60.07;39.93;76.12
10.11.1994;1038;51.06;63.63;42.46
11.11.1994;957;134.99;82.82;166.94
12.11.1994;833;143.16;111.00;191.79
13.11.1994;1056;90.97;50.04;114.77
14.11.1994;704;98.81;37.53;133.03
15.11.1994;435;137.07;45.55;215.29
16.11.1994;899;106.86;132.24;73.54
17.11.1994;988;107.29;53.48;133.82
18.11.1994;1010;91.83;85.01;109.09
19.11.1994;871;87.47;37.91;126.50
20.11.1994;1071;43.30;30.83;51.44
21.11.1994;783;118.46;118.09;133.68
22.11.1994;887;93.36;96.80;105.58
23.11.1994;931;81.84;70.94;82.84
24.11.1994;729;90.88;72.48;105.80
25.11.1994;949;90.76;55.68;127.71
26.11.1994;816;101.49;64.75;121.52
27.11.1994;1010;72.15;85.01;65.45
28.11.1994;737;107.87;107.54;127.07
29.11.1994;838;154.16;63.05;216.94
30.11.1994;832;95.55;87.32;105.94
01.12.1994;932;103.07;77.95;130.04
02.12.1994;893;148.38;103.55;203.58
03.12.1994;694;119.33;95.17;134.95
04.12.1994;1026;96.86;70.81;128.87
05.12.1994;767;116.61;43.06;165.20
06.12.1994;917;119.21;43.22;168.21
07.12.1994;938;88.29;63.37;93.97
08.12.1994;1099;75.35;60.10;90.23
09.12.1994;1071;77.32;49.34;92.59
10.12.1994;921;61.14;71.71;59.82
11.12.1994;1073;58.66;43.09;71.88
12.12.1994;755;109.69;122.47;80.26
13.12.1994;867;141.37;137.12;139.79
14.12.1994;941;56.32;49.13;64.40
15.12.1994;1080;95.08;110.08;81.61
16.12.1994;982;107.95;107.61;129.03
17.12.1994;842;114.09;109.82;117.77
18.12.1994;1009;49.25;13.09;76.44
19.12.1994;740;111.91;53.55;156.34
20.12.1994;897;125.56;125.17;159.68
21.12.1994;892;100.27;66.64;123.52
22.12.1994;913;72.56;50.64;84.48
23.12.1994;866;61.20;61.01;50.89
24.12.1994;711;93.18;92.89;77.48
25.12.1994;769;64.61;85.89;42.98
26.12.1994;351;151.00;225.80;109.87
27.12.1994;660;140.53;220.16;125.20
28.12.1994;736;130.52;107.69;127.25
29.12.1994;837;59.37;71.02;46.07
30.12.1994;823;92.57;64.20;120.49
31.12.1994;707;131.19;130.79;116.88
01.01.1995;901;77.21;65.97;79.49
02.01.1995;568;69.98;46.51;87.29
03.01.1995;738;112.21;80.55;126.90
04.01.1995;721;87.29;64.12;91.69
05.01.1995;873;98.66;121.05;75.73
06.01.1995;860;88.59;76.80;89.68
07.01.1995;815;109.74;56.73;168.99
08.01.1995;943;38.64;42.02;35.05
09.01.1995;737;134.84;125.46;134.55
10.01.1995;834;83.41;71.27;92.48
11.01.1995;848;101.56;93.46;110.44
12.01.1995;976;81.46;101.51;62.09
13.01.1995;952;76.55;41.63;109.95
14.01.1995;836;71.32;47.40;85.67
15.01.1995;931;46.25;14.19;65.09
16.01.1995;757;100.65;122.15;80.05
17.01.1995;806;69.87;49.17;75.18
18.01.1995;820;96.95;72.49;100.77
19.01.1995;924;75.29;42.89;101.36
20.01.1995;919;68.49;71.87;53.95
21.01.1995;852;89.42;46.51;109.92
22.01.1995;889;37.26;52.01;18.59
23.01.1995;747;84.26;106.10;88.50
24.01.1995;808;90.19;106.26;81.82
25.01.1995;862;88.39;76.62;102.26
26.01.1995;904;47.64;58.45;42.66
27.01.1995;941;56.32;56.15;58.54
28.01.1995;826;48.12;39.98;53.36
29.01.1995;933;39.05;35.40;47.24
30.01.1995;758;131.10;130.70;109.02
31.01.1995;824;124.62;104.20;127.03
01.02.1995;776;76.84;102.14;56.79
02.02.1995;919;54.07;43.12;53.95
03.02.1995;907;47.48;43.69;48.59
04.02.1995;856;38.70;30.86;45.05
05.02.1995;919;72.09;28.75;95.91
06.02.1995;751;88.22;114.33;73.36
07.02.1995;795;83.34;74.77;76.23
08.02.1995;854;62.06;85.07;38.70
09.02.1995;917;86.70;93.63;72.09
10.02.1995;935;102.74;105.96;88.38
11.02.1995;850;89.63;124.32;51.85
12.02.1995;916;65.09;93.74;48.11
13.02.1995;724;82.36;91.23;60.87
14.02.1995;810;73.61;89.69;47.61
15.02.1995;855;96.86;84.97;103.09
16.02.1995;931;78.28;49.66;112.43
17.02.1995;939;84.67;98.47;76.27
18.02.1995;822;80.60;64.28;93.83
19.02.1995;915;90.51;108.27;78.27
20.02.1995;626;100.54;137.16;61.60
21.02.1995;799;120.23;107.46;131.00
22.02.1995;844;94.20;117.38;71.80
23.02.1995;916;75.94;79.31;66.16
24.02.1995;892;100.27;66.64;117.34
25.02.1995;826;72.19;47.98;86.70
26.02.1995;943;31.62;28.02;40.89
27.02.1995;801;49.63;41.23;48.14
28.02.1995;858;65.63;30.79;83.47
01.03.1995;931;81.84;78.04;71.01
02.03.1995;927;46.45;42.75;41.60
03.03.1995;920;54.01;50.25;53.89
04.03.1995;847;66.49;62.38;65.04
05.03.1995;931;49.81;35.47;53.26
06.03.1995;705;112.77;93.68;117.21
07.03.1995;811;65.35;65.15;54.34
08.03.1995;935;81.49;77.70;76.60
09.03.1995;928;92.81;106.76;71.24
10.03.1995;922;71.86;85.96;59.75
11.03.1995;845;70.56;62.53;84.75
12.03.1995;946;49.02;55.85;34.94
13.03.1995;784;88.73;84.24;91.35
14.03.1995;867;80.24;76.18;76.25
15.03.1995;869;99.11;45.60;133.13
16.03.1995;968;44.49;47.76;39.84
17.03.1995;915;50.68;50.53;48.17
18.03.1995;860;69.33;38.40;83.28
19.03.1995;949;31.42;41.76;29.03
20.03.1995;733;108.46;135.16;90.19
21.03.1995;816;138.02;178.07;94.52
22.03.1995;829;119.88;151.38;99.68
23.03.1995;946;150.57;125.67;157.23
24.03.1995;901;136.03;117.29;134.52
25.03.1995;815;52.84;72.94;33.80
26.03.1995;990;76.96;106.74;50.08
27.03.1995;726;91.26;81.88;106.23
28.03.1995;821;117.01;88.49;147.62
29.03.1995;874;106.12;113.35;94.55
30.03.1995;945;80.62;55.91;99.10
31.03.1995;956;93.56;89.81;86.44
01.04.1995;816;69.01;72.85;60.76
02.04.1995;1013;55.59;52.16;65.26
03.04.1995;744;71.24;71.02;66.64
04.04.1995;807;94.41;73.66;102.40
05.04.1995;885;119.78;97.02;124.50
06.04.1995;929;110.54;63.99;142.32
07.04.1995;912;101.70;94.15;96.65
08.04.1995;805;86.41;73.84;82.12
09.04.1995;976;61.09;47.37;67.73
10.04.1995;827;92.13;135.77;53.29
11.04.1995;784;67.60;42.12;84.32
12.04.1995;881;101.52;82.47;100.05
