date;N10D;GPRD;GPRD_ACT;GPRD_THREAT
16.07.2009;893;48.22;59.17;49.35
17.07.2009;904;102.60;87.67;103.60
18.07.2009;963;86.00;116.59;57.21
19.07.2009;526;62.98;75.34;41.89
20.07.2009;698;66.44;75.70;47.36
21.07.2009;799;66.33;82.66;62.05
22.07.2009;828;76.01;95.72;66.53
23.07.2009;895;92.53;29.52;135.42
24.07.2009;925;139.67;142.81;148.89
25.07.2009;956;55.44;69.09;40.34
26.07.2009;557;71.37;83.00;59.34
27.07.2009;709;84.10;74.52;93.24
28.07.2009;794;112.64;66.55;152.64
29.07.2009;836;106.98;110.61;92.26
30.07.2009;898;66.40;51.48;67.48
31.07.2009;904;62.29;80.37;54.85
01.08.2009;943;31.62;35.02;29.21
02.08.2009;534;43.42;61.84;20.63
03.08.2009;674;108.13;117.59;89.91
04.08.2009;698;90.17;66.24;94.71
05.08.2009;800;91.10;57.79;117.07
06.08.2009;876;71.85;82.94;50.31
07.08.2009;884;116.16;119.54;99.71
08.08.2009;949;80.28;76.56;75.47
09.08.2009;524;50.57;63.02;31.54
10.08.2009;694;62.05;66.62;55.57
11.08.2009;756;70.11;104.84;29.15
12.08.2009;825;92.35;96.07;100.16
13.08.2009;868;38.16;53.26;25.39
14.08.2009;883;60.02;74.80;56.15
15.08.2009;943;52.69;77.04;29.21
16.08.2009;574;57.71;57.53;57.59
17.08.2009;672;103.52;108.11;90.18
18.08.2009;761;60.94;60.75;65.15
19.08.2009;809;114.65;146.95;74.91
20.08.2009;888;89.53;126.44;43.43
21.08.2009;903;55.03;58.51;42.71
22.08.2009;948;52.41;62.70;40.68
23.08.2009;565;70.36;81.83;58.50
24.08.2009;696;85.67;66.43;94.98
25.08.2009;745;80.04;106.39;66.55
26.08.2009;828;84.01;63.81;86.49
27.08.2009;879;37.69;45.08;31.34
28.08.2009;922;75.45;42.98;95.60
29.08.2009;904;124.59;94.98;146.26
30.08.2009;558;71.24;106.53;49.36
31.08.2009;662;65.05;49.88;74.90
01.09.2009;787;54.72;58.75;49.00
02.09.2009;821;72.63;88.49;46.97
03.09.2009;906;51.19;51.03;48.64
04.09.2009;924;89.63;71.48;101.36
05.09.2009;942;66.81;70.11;70.18
06.09.2009;581;74.12;79.58;56.89
07.09.2009;629;94.80;52.50;113.86
08.09.2009;767;86.38;111.94;64.64
09.09.2009;899;58.96;36.73;67.41
10.09.2009;1003;92.47;65.85;98.87
11.09.2009;963;79.12;89.16;74.37
12.09.2009;1035;70.41;76.58;63.87
13.09.2009;659;55.29;70.16;33.44
14.09.2009;746;71.05;70.83;59.08
15.09.2009;831;91.68;103.32;72.92
16.09.2009;913;83.45;115.75;54.31
17.09.2009;993;63.38;86.47;44.38
18.09.2009;916;173.58;173.05;168.40
19.09.2009;1039;89.27;57.21;100.74
20.09.2009;570;46.49;34.76;48.32
21.09.2009;762;86.94;60.67;93.99
22.09.2009;788;117.71;117.34;111.86
23.09.2009;917;65.02;43.22;78.10
24.09.2009;971;98.93;27.21;141.84
25.09.2009;945;136.71;41.93;198.21
26.09.2009;1054;144.57;56.40;214.30
27.09.2009;578;103.16;79.99;114.37
28.09.2009;765;129.90;69.07;172.83
29.09.2009;844;129.52;109.56;143.60
30.09.2009;913;156.01;101.28;187.05
01.10.2009;1001;132.37;105.57;159.60
02.10.2009;996;106.43;39.79;143.81
03.10.2009;1038;76.59;76.36;79.61
04.10.2009;577;68.89;57.23;76.38
05.10.2009;795;116.67;74.77;131.66
06.10.2009;843;102.17;86.18;111.10
07.10.2009;906;87.75;80.19;79.05
08.10.2009;962;89.53;68.66;103.08
09.10.2009;975;71.35;94.84;39.55
10.10.2009;1067;96.24;61.90;113.59
11.10.2009;584;107.77;113.09;103.77
12.10.2009;745;88.93;106.39;88.74
13.10.2009;781;93.31;109.94;84.65
14.10.2009;876;102.10;90.48;113.20
15.10.2009;907;58.44;29.13;78.96
16.10.2009;943;105.38;105.06;105.16
17.10.2009;1058;68.88;62.43;78.11
18.10.2009;561;76.76;58.87;88.38
19.10.2009;757;118.15;183.22;50.94
20.10.2009;857;81.17;69.36;90.00
21.10.2009;911;94.54;87.00;90.71
22.10.2009;957;96.92;103.52;86.35
23.10.2009;1012;94.93;104.42;81.66
24.10.2009;1040;95.55;114.31;95.35
25.10.2009;564;76.35;105.39;78.14
26.10.2009;806;82.20;98.33;68.35
27.10.2009;818;89.09;72.67;101.02
28.10.2009;858;115.82;153.96;89.89
29.10.2009;949;69.81;111.35;23.22
30.10.2009;963;79.12;82.30;68.65
31.10.2009;1014;58.80;58.62;65.20
01.11.2009;602;49.52;65.83;27.45
02.11.2009;792;66.92;41.70;83.47
03.11.2009;810;122.69;179.39;61.21
04.11.2009;899;77.38;36.73;98.05
05.11.2009;1001;66.19;59.38;66.04
06.11.2009;1007;82.24;91.82;60.18
07.11.2009;1026;71.03;103.00;37.59
08.11.2009;575;46.09;45.95;38.32
09.11.2009;764;95.39;129.67;50.48
10.11.2009;818;93.14;64.59;101.02
11.11.2009;887;112.04;148.92;80.74
12.11.2009;974;68.02;47.47;73.53
13.11.2009;1029;90.14;89.86;91.01
14.11.2009;1087;57.90;54.69;55.75
15.11.2009;556;59.58;95.03;19.82
16.11.2009;787;84.18;67.14;91.00
17.11.2009;863;111.31;76.53;165.97
18.11.2009;931;56.93;63.85;47.34
19.11.2009;950;94.15;118.19;69.59
20.11.2009;946;80.54;97.74;64.06
21.11.2009;1052;69.27;87.90;68.08
22.11.2009;616;53.78;53.61;53.66
23.11.2009;749;101.72;105.82;102.97
24.11.2009;821;96.84;72.40;100.65
25.11.2009;855;100.73;123.60;70.88
26.11.2009;783;80.38;84.35;70.36
27.11.2009;881;75.20;67.47;81.29
28.11.2009;986;77.27;53.59;89.40
29.11.2009;558;71.24;82.86;59.24
30.11.2009;751;119.09;70.36;139.38
01.12.2009;837;91.03;78.91;85.56
02.12.2009;916;133.80;129.79;156.37
03.12.2009;962;117.08;96.12;143.17
04.12.2009;1018;91.11;84.34;108.23
05.12.2009;967;82.21;102.45;51.27
06.12.2009;595;44.54;66.60;55.55
07.12.2009;818;101.24;72.67;127.96
08.12.2009;871;98.88;144.08;75.90
09.12.2009;922;68.26;78.80;53.78
10.12.2009;1011;58.98;84.93;43.59
11.12.2009;1007;75.66;78.71;60.18
12.12.2009;957;69.23;55.21;69.08
13.12.2009;571;81.22;46.27;96.48
14.12.2009;766;90.81;51.73;115.07
15.12.2009;867;87.88;83.80;82.60
16.12.2009;921;104.30;78.88;107.67
17.12.2009;911;54.54;36.25;60.47
18.12.2009;891;70.64;74.13;55.65
19.12.2009;967;78.79;75.13;74.06
20.12.2009;540;73.61;48.92;81.61
21.12.2009;666;69.63;49.59;74.45
22.12.2009;706;46.92;28.07;70.23
23.12.2009;722;64.23;100.63;38.15
24.12.2009;661;90.21;39.97;125.02
25.12.2009;326;81.29;121.56;84.49
26.12.2009;425;155.89;217.57;103.70
27.12.2009;537;123.37;135.29;92.33
28.12.2009;583;176.14;215.25;141.74
29.12.2009;615;204.68;257.75;152.28
30.12.2009;686;169.01;182.93;192.73
31.12.2009;747;115.30;194.52;73.75
01.01.2010;546;200.21;241.93;171.53
02.01.2010;812;110.15;113.87;94.98
03.01.2010;507;91.47;104.22;86.93
04.01.2010;692;177.12;190.89;214.95
05.01.2010;757;122.53;148.32;123.72
06.01.2010;820;161.59;177.20;161.24
07.01.2010;907;102.26;116.51;91.11
08.01.2010;901;110.30;117.29;110.06
09.01.2010;967;51.38;47.81;56.97
10.01.2010;517;76.89;114.98;42.62
11.01.2010;698;71.19;66.24;71.03
12.01.2010;815;117.87;97.25;135.19
13.01.2010;924;121.89;157.26;119.24
14.01.2010;925;82.37;57.12;95.29
15.01.2010;945;80.62;132.79;29.15
16.01.2010;1068;40.32;49.47;25.79
17.01.2010;548;48.36;24.10;60.32
18.01.2010;692;71.80;76.36;55.73
19.01.2010;928;96.38;106.76;89.05
20.01.2010;978;84.68;87.79;73.23
21.01.2010;1009;91.92;130.92;60.06
22.01.2010;986;50.39;40.19;50.29
23.01.2010;1178;81.55;95.31;88.85
24.01.2010;541;55.11;73.25;40.73
25.01.2010;802;119.78;148.24;89.30
26.01.2010;913;90.71;94.04;72.41
27.01.2010;1019;65.02;71.30;59.47
28.01.2010;1013;114.45;104.32;119.64
29.01.2010;1043;63.52;56.99;73.95
30.01.2010;1178;78.74;78.49;79.50
31.01.2010;541;73.48;61.04;81.46
01.02.2010;783;143.84;67.48;189.97
02.02.2010;897;96.02;110.45;79.84
03.02.2010;964;113.40;82.22;142.87
04.02.2010;1024;129.40;122.55;145.26
05.02.2010;1007;92.11;85.26;93.00
06.02.2010;1160;62.82;62.63;61.74
07.02.2010;546;54.60;48.39;60.54
08.02.2010;805;78.18;82.05;82.12
09.02.2010;881;67.68;97.46;62.53
10.02.2010;950;108.09;111.24;92.78
11.02.2010;1026;96.86;115.87;69.80
12.02.2010;1029;77.26;89.86;64.24
13.02.2010;1276;46.73;36.23;60.44
14.02.2010;647;40.96;71.46;8.51
15.02.2010;778;85.16;118.85;63.73
16.02.2010;899;128.97;146.94;116.43
17.02.2010;1004;75.89;85.52;71.33
18.02.2010;1105;62.95;47.82;69.80
19.02.2010;1051;119.77;50.27;162.49
20.02.2010;1247;58.44;68.85;44.18
21.02.2010;609;76.15;75.92;81.41
22.02.2010;856;61.92;54.01;64.36
23.02.2010;923;86.13;121.65;53.72
24.02.2010;1005;88.99;78.86;98.67
25.02.2010;1033;60.93;38.36;74.66
26.02.2010;1068;80.64;92.76;56.74
27.02.2010;1251;45.01;52.80;44.04
28.02.2010;626;42.33;52.75;26.40
01.03.2010;854;62.06;77.34;64.51
02.03.2010;923;78.96;100.18;53.72
03.03.2010;936;63.70;35.28;76.51
04.03.2010;1019;81.27;71.30;81.09
05.03.2010;1001;86.04;72.58;88.06
06.03.2010;1208;82.27;92.95;77.53
07.03.2010;532;56.04;86.90;31.07
08.03.2010;838;126.49;126.10;105.18
09.03.2010;897;88.63;73.63;98.27
10.03.2010;927;85.76;99.75;59.43
11.03.2010;1031;93.18;83.28;90.84
12.03.2010;1046;85.51;82.09;73.73
13.03.2010;1176;50.70;67.40;32.79
14.03.2010;559;35.56;11.82;59.13
15.03.2010;846;105.72;101.49;110.70
16.03.2010;889;59.62;59.44;49.57
17.03.2010;911;76.36;65.25;72.57
18.03.2010;1009;85.36;91.64;65.52
19.03.2010;1062;81.10;55.97;88.19
20.03.2010;1167;45.42;39.62;42.49
21.03.2010;547;36.34;24.15;40.29
22.03.2010;776;59.76;25.53;85.19
23.03.2010;857;81.17;123.31;77.14
24.03.2010;905;62.23;58.38;60.87
25.03.2010;1048;53.73;18.91;73.59
26.03.2010;1064;59.15;49.66;62.13
27.03.2010;1212;71.06;32.70;95.45
28.03.2010;550;36.14;0.00;60.10
29.03.2010;816;60.89;56.66;81.01
30.03.2010;937;137.88;155.07;141.11
31.03.2010;948;66.39;48.77;81.36
01.04.2010;1014;91.47;91.19;97.79
02.04.2010;845;121.53;125.06;136.91
03.04.2010;1036;99.12;121.13;69.13
04.04.2010;491;94.45;67.26;112.20
05.04.2010;796;91.55;91.27;76.13
06.04.2010;797;112.22;99.44;103.68
07.04.2010;935;138.17;113.02;147.30
08.04.2010;974;139.44;101.72;164.03
09.04.2010;1008;164.31;144.15;191.28
10.04.2010;1143;69.56;34.67;86.76
11.04.2010;565;46.90;23.38;58.50
12.04.2010;821;121.04;80.45;161.04
13.04.2010;923;132.79;100.18;161.15
14.04.2010;987;97.33;100.38;106.05
15.04.2010;1030;115.78;96.19;139.06
16.04.2010;1030;67.54;83.36;58.83
17.04.2010;1167;45.42;56.60;33.04
18.04.2010;546;66.74;60.48;60.54
19.04.2010;809;110.56;81.64;136.19
20.04.2010;883;123.80;112.20;112.30
21.04.2010;997;59.81;59.62;66.31
22.04.2010;958;58.78;48.26;57.51
23.04.2010;1018;84.60;64.88;97.41
24.04.2010;1172;65.01;67.63;56.41
25.04.2010;532;49.81;37.24;72.49
26.04.2010;827;72.10;79.86;59.95
27.04.2010;858;69.49;100.07;32.10
28.04.2010;905;43.92;51.09;30.44
29.04.2010;1003;62.75;59.26;54.93
30.04.2010;1085;42.74;36.52;45.70
01.05.2010;1173;31.06;50.68;14.09
02.05.2010;574;23.08;23.01;19.20
03.05.2010;809;147.41;163.28;115.76
04.05.2010;870;129.46;136.65;107.65
05.05.2010;942;84.40;84.14;87.72
06.05.2010;1006;69.15;72.22;71.19
07.05.2010;1166;76.71;101.96;42.52
08.05.2010;1222;51.50;43.24;49.59
09.05.2010;558;59.37;71.02;49.36
10.05.2010;821;76.66;96.54;67.10
11.05.2010;873;91.07;121.05;50.48
12.05.2010;995;46.61;46.47;44.29
13.05.2010;990;53.54;33.36;61.21
14.05.2010;1050;100.95;125.80;99.69
15.05.2010;1230;78.10;64.44;85.10
16.05.2010;519;70.21;50.90;74.30
17.05.2010;792;125.48;125.09;132.16
18.05.2010;930;135.35;106.53;154.02
19.05.2010;1032;157.28;147.20;144.13
20.05.2010;1010;114.79;124.25;92.73
21.05.2010;1027;132.24;102.90;150.20
22.05.2010;1202;104.72;87.92;114.58
23.05.2010;561;59.05;70.64;68.74
24.05.2010;797;95.59;82.87;96.77
25.05.2010;895;99.93;81.18;123.11
26.05.2010;929;110.54;78.20;142.32
27.05.2010;971;81.88;54.42;96.45
28.05.2010;1028;90.23;70.67;101.82
29.05.2010;1194;74.91;49.78;92.28
30.05.2010;556;29.79;35.64;19.82
31.05.2010;694;100.24;76.14;127.01
01.06.2010;800;165.63;148.61;206.59
02.06.2010;947;181.89;76.72;273.41
03.06.2010;1009;131.32;72.00;174.72
04.06.2010;1016;97.81;32.50;140.98
05.06.2010;1256;92.31;52.59;114.04
06.06.2010;549;66.37;12.03;100.35
07.06.2010;838;150.21;102.46;177.50
08.06.2010;875;117.36;75.48;132.22
09.06.2010;989;73.69;26.71;100.27
10.06.2010;1036;147.08;82.88;186.12
11.06.2010;1083;100.94;103.68;91.56
12.06.2010;1226;35.13;32.32;35.95
13.06.2010;533;93.22;99.13;82.69
14.06.2010;838;90.92;47.29;118.33
15.06.2010;930;103.30;63.92;118.47
16.06.2010;969;88.88;61.34;96.65
17.06.2010;1040;89.18;101.61;63.57
18.06.2010;1002;119.01;92.28;126.45
19.06.2010;1198;49.77;38.59;55.18
20.06.2010;537;67.86;86.10;51.29
21.06.2010;814;89.53;64.91;108.29
22.06.2010;934;131.23;127.29;147.46
23.06.2010;1083;82.58;67.08;81.39
24.06.2010;1039;89.27;76.28;100.74
25.06.2010;1108;59.79;71.53;39.78
26.06.2010;1207;57.63;32.83;68.46
27.06.2010;535;30.96;12.35;41.19
28.06.2010;810;77.70;65.23;88.42
29.06.2010;964;113.40;68.51;148.58
30.06.2010;962;96.42;96.12;85.90
01.07.2010;984;94.26;80.55;95.18
02.07.2010;983;64.03;47.03;84.06
03.07.2010;1101;45.13;77.99;40.03
04.07.2010;546;30.33;36.29;20.18
05.07.2010;675;39.26;39.14;32.65
06.07.2010;834;111.21;47.52;145.32
07.07.2010;883;93.79;89.76;81.11
08.07.2010;946;140.07;153.60;128.12
09.07.2010;995;66.58;92.93;44.29
10.07.2010;1133;64.32;81.61;38.90
11.07.2010;550;54.21;48.03;50.08
12.07.2010;800;28.98;33.02;27.55
13.07.2010;828;140.02;143.58;146.37
14.07.2010;899;158.44;132.24;177.71
15.07.2010;935;124.00;120.09;117.84
16.07.2010;1011;45.87;52.26;38.14
17.07.2010;1186;36.31;38.98;46.45
18.07.2010;525;50.48;62.90;31.48
19.07.2010;786;71.65;58.82;77.10
20.07.2010;860;88.59;84.48;89.68
21.07.2010;931;99.63;120.60;100.59
22.07.2010;905;65.89;65.68;66.96
23.07.2010;1033;73.76;76.72;69.33
24.07.2010;1084;51.95;30.46;66.07
25.07.2010;536;61.80;61.61;61.67
26.07.2010;774;132.67;145.07;113.88
27.07.2010;866;99.45;122.03;76.34
28.07.2010;897;103.40;73.63;135.12
29.07.2010;917;65.02;86.43;54.07
30.07.2010;972;74.98;108.72;56.68
31.07.2010;1129;85.09;122.85;53.68
01.08.2010;514;90.23;115.65;75.03
02.08.2010;759;117.84;95.72;145.16
03.08.2010;824;112.56;112.22;93.60
04.08.2010;865;99.57;106.90;108.27
05.08.2010;969;85.46;115.87;68.22
06.08.2010;973;64.69;54.30;62.28
07.08.2010;1073;52.48;61.55;41.07
08.08.2010;504;85.44;52.42;98.38
09.08.2010;759;48.01;34.81;58.07
10.08.2010;859;77.13;46.13;89.79
11.08.2010;862;69.17;61.30;70.30
12.08.2010;871;83.67;68.25;88.55
13.08.2010;918;54.13;71.95;30.01
14.08.2010;1142;46.41;23.13;57.89
15.08.2010;481;61.98;41.19;68.72
16.08.2010;742;66.97;35.61;81.67
17.08.2010;792;83.65;33.36;111.29
18.08.2010;852;108.86;155.04;51.73
19.08.2010;929;96.27;92.42;83.02
20.08.2010;923;57.42;64.40;41.78
21.08.2010;1072;80.34;80.09;77.08
22.08.2010;557;71.37;59.29;69.23
23.08.2010;736;76.51;80.76;74.85
24.08.2010;818;105.29;177.63;47.14
25.08.2010;885;97.32;134.33;74.70
26.08.2010;868;83.96;91.31;76.16
27.08.2010;940;95.15;112.42;99.63
28.08.2010;1105;71.95;89.66;59.83
29.08.2010;502;65.99;118.41;21.95
30.08.2010;751;97.04;114.33;73.36
31.08.2010;780;123.16;127.01;98.88
01.09.2010;874;94.75;128.47;69.34
02.09.2010;928;60.68;85.41;35.62
03.09.2010;1020;81.19;64.75;81.01
04.09.2010;1124;56.00;58.76;53.91
05.09.2010;527;37.71;37.60;31.36
06.09.2010;632;52.41;31.35;61.02
07.09.2010;843;113.96;117.52;91.49
08.09.2010;950;87.17;90.38;81.19
09.09.2010;1009;45.96;32.73;60.06
10.09.2010;1032;86.67;102.40;80.07
11.09.2010;1221;21.70;16.23;22.56
12.09.2010;588;45.07;67.40;37.48
13.09.2010;879;71.60;90.17;43.87
14.09.2010;950;80.20;83.43;69.59
15.09.2010;997;63.13;13.25;99.46
16.09.2010;1025;61.40;64.44;48.37
17.09.2010;964;89.34;75.37;102.87
18.09.2010;1207;60.38;71.14;50.21
19.09.2010;504;72.30;65.52;65.58
20.09.2010;804;70.04;98.58;34.26
21.09.2010;821;100.87;104.58;114.07
22.09.2010;885;67.37;37.31;80.92
23.09.2010;993;80.06;26.61;110.96
24.09.2010;1053;91.23;87.81;78.48
25.09.2010;1271;62.55;46.77;73.68
26.09.2010;621;64.01;95.72;44.36
27.09.2010;834;95.33;102.95;105.69
28.09.2010;890;89.33;81.63;99.04
29.09.2010;959;82.90;82.65;91.91
30.09.2010;1050;69.41;50.32;73.45
01.10.2010;1065;80.87;105.43;51.73
02.10.2010;1226;27.02;32.32;17.97
03.10.2010;581;45.61;34.10;56.89
04.10.2010;834;75.47;95.03;72.66
05.10.2010;923;111.26;150.27;113.40
06.10.2010;942;98.46;140.23;70.18
07.10.2010;984;104.36;120.82;106.37
08.10.2010;1035;67.21;70.20;63.87
09.10.2010;1246;55.83;68.91;44.21
10.10.2010;660;55.21;70.05;50.08
11.10.2010;802;70.22;65.88;75.56
12.10.2010;924;64.53;92.92;59.62
13.10.2010;946;52.52;83.78;34.94
14.10.2010;1025;77.56;57.99;91.37
15.10.2010;1060;71.88;105.93;77.96
16.10.2010;1309;45.55;30.27;54.71
17.10.2010;558;77.17;71.02;78.98
18.10.2010;863;30.71;45.92;25.53
19.10.2010;950;83.69;76.48;86.98
20.10.2010;1000;69.56;52.84;77.13
21.10.2010;1076;43.10;67.52;35.84
22.10.2010;1121;65.01;94.27;54.06
23.10.2010;1222;40.66;54.05;31.56
24.10.2010;525;63.10;50.32;73.45
25.10.2010;848;50.78;70.10;38.98
26.10.2010;892;44.56;44.43;37.06
27.10.2010;890;85.61;89.05;86.66
28.10.2010;1008;55.87;65.52;65.58
29.10.2010;1059;78.20;68.60;88.44
30.10.2010;1249;98.13;79.32;105.86
31.10.2010;545;42.55;48.48;30.32
01.11.2010;863;130.51;168.37;102.14
02.11.2010;913;130.62;144.68;114.65
03.11.2010;972;81.79;81.54;73.68
04.11.2010;997;79.74;139.12;38.68
05.11.2010;1025;54.94;32.22;64.50
06.11.2010;1243;58.63;95.64;31.02
07.11.2010;560;65.07;117.94;19.68
08.11.2010;823;92.57;72.23;107.10
09.11.2010;907;131.48;174.77;103.26
10.11.2010;960;79.36;96.32;51.65
11.11.2010;945;87.63;97.85;69.96
12.11.2010;1009;75.51;78.55;81.90
13.11.2010;1245;47.89;26.53;57.52
14.11.2010;514;70.89;64.25;64.31
15.11.2010;849;120.95;23.34;181.69
16.11.2010;929;121.23;63.99;154.18
17.11.2010;981;77.66;67.33;73.00
18.11.2010;1030;73.97;57.71;90.93
19.11.2010;1054;103.71;87.73;120.22
20.11.2010;1288;82.30;71.79;102.65
21.11.2010;609;119.67;86.76;144.74
22.11.2010;849;113.15;70.01;142.75
23.11.2010;899;77.38;44.08;104.17
24.11.2010;854;166.79;46.40;238.68
25.11.2010;869;91.49;98.81;76.07
26.11.2010;941;56.32;42.11;58.54
27.11.2010;1197;66.42;77.25;50.63
28.11.2010;536;67.98;24.64;92.50
29.11.2010;854;159.03;61.87;225.78
30.11.2010;885;183.41;111.94;224.10
01.12.2010;951;94.05;34.73;144.82
02.12.2010;992;100.18;53.26;138.84
03.12.2010;1073;86.44;80.02;92.42
04.12.2010;1196;88.63;66.27;110.55
05.12.2010;543;42.70;12.16;60.87
06.12.2010;838;110.68;133.99;98.61
07.12.2010;984;127.92;134.24;106.37
08.12.2010;930;67.68;56.81;71.08
09.12.2010;897;88.63;66.27;92.12
10.12.2010;1028;61.22;44.97;80.38
11.12.2010;1196;52.62;33.13;59.88
12.12.2010;518;70.34;102.00;42.54
13.12.2010;821;72.63;72.40;67.10
14.12.2010;884;67.45;74.71;56.09
15.12.2010;912;72.64;57.94;78.53
16.12.2010;971;136.46;129.24;147.51
17.12.2010;1051;107.16;125.68;89.11
18.12.2010;1166;79.55;56.64;99.22
19.12.2010;518;89.53;76.50;85.08
20.12.2010;749;128.26;88.18;154.46
21.12.2010;845;156.81;101.61;228.18
22.12.2010;829;163.83;175.28;146.20
23.12.2010;797;124.69;149.17;96.77
24.12.2010;864;126.52;160.53;133.90
25.12.2010;227;131.34;145.48;97.08
26.12.2010;442;104.92;149.43;62.32
27.12.2010;568;87.48;93.02;77.59
28.12.2010;640;134.57;185.76;103.29
29.12.2010;687;53.04;57.68;40.09
30.12.2010;698;161.36;151.40;165.74
31.12.2010;803;45.38;57.58;41.16
01.01.2011;716;83.28;101.47;69.25
02.01.2011;490;60.84;80.87;33.73
03.01.2011;625;74.20;116.24;52.89
04.01.2011;750;119.25;149.71;110.18
05.01.2011;892;44.56;29.62;55.58
06.01.2011;939;74.08;63.30;76.27
07.01.2011;977;74.59;67.60;84.58
08.01.2011;1215;81.79;76.10;81.61
09.01.2011;516;83.46;89.60;85.41
10.01.2011;827;96.13;111.81;106.58
11.01.2011;890;89.33;96.47;86.66
12.01.2011;936;74.32;49.39;88.29
13.01.2011;969;61.53;74.98;56.85
14.01.2011;990;66.92;66.71;83.47
15.01.2011;1169;70.84;45.20;80.11
16.01.2011;507;32.67;39.08;21.73
17.01.2011;723;91.63;63.95;99.06
18.01.2011;872;56.98;22.72;75.81
19.01.2011;899;62.64;36.73;73.54
20.01.2011;897;59.09;51.54;55.27
21.01.2011;968;88.97;61.41;96.75
22.01.2011;1243;61.29;47.82;75.34
23.01.2011;500;72.88;39.63;88.14
24.01.2011;774;107.00;59.73;135.23
25.01.2011;876;204.20;286.51;119.49
26.01.2011;961;113.75;144.33;74.52
27.01.2011;1013;68.67;78.24;59.82
28.01.2011;999;69.63;52.89;71.69
29.01.2011;1197;63.65;82.77;46.02
30.01.2011;571;46.41;34.70;57.89
31.01.2011;815;89.42;81.04;87.87
01.02.2011;870;118.03;106.28;139.31
02.02.2011;905;98.83;116.77;79.13
03.02.2011;965;113.28;116.35;119.89
04.02.2011;945;94.64;111.83;93.27
05.02.2011;1202;66.14;54.95;73.33
06.02.2011;506;52.37;52.21;65.32
07.02.2011;834;59.58;63.35;46.24
08.02.2011;878;56.59;82.75;31.37
09.02.2011;880;86.58;120.09;56.34
10.02.2011;987;104.04;100.38;94.89
11.02.2011;984;97.63;114.11;83.98
12.02.2011;1221;59.69;54.09;54.14
13.02.2011;522;69.81;88.57;52.77
14.02.2011;822;76.57;56.24;80.42
15.02.2011;894;55.58;81.27;30.81
16.02.2011;905;62.23;36.49;73.05
17.02.2011;974;88.43;74.59;90.50
18.02.2011;997;66.45;26.50;99.46
19.02.2011;1213;76.46;92.56;54.50
20.02.2011;537;61.69;73.80;71.81
21.02.2011;699;109.00;122.83;86.69
22.02.2011;829;163.83;143.41;166.13
23.02.2011;902;73.45;65.90;79.40
24.02.2011;1012;144.02;110.95;174.20
25.02.2011;962;137.74;96.12;160.35
26.02.2011;1189;128.16;61.10;171.43
27.02.2011;533;62.15;49.57;72.35
28.02.2011;803;107.26;98.70;109.77
01.03.2011;907;178.96;167.49;200.44
02.03.2011;939;127.00;70.34;152.54
03.03.2011;962;154.95;185.37;125.99
04.03.2011;997;119.61;139.12;104.99
05.03.2011;1244;87.87;63.71;106.28
06.03.2011;521;50.86;88.74;42.30
07.03.2011;788;138.72;217.92;90.88
08.03.2011;878;166.01;195.58;138.04
09.03.2011;930;199.47;220.16;171.79
10.03.2011;1045;136.31;170.65;115.98
11.03.2011;993;136.77;152.98;133.15
12.03.2011;1245;93.12;68.97;106.20
13.03.2011;576;103.52;114.67;95.64
14.03.2011;866;87.98;83.89;95.42
15.03.2011;911;141.81;188.50;133.04
16.03.2011;916;166.35;129.79;186.44
17.03.2011;1083;116.23;128.07;106.82
18.03.2011;1031;147.80;160.15;170.99
19.03.2011;1315;133.51;180.81;138.25
20.03.2011;553;95.84;95.55;99.62
21.03.2011;919;151.39;251.54;77.93
22.03.2011;910;192.93;210.48;181.62
23.03.2011;888;231.28;260.32;192.32
24.03.2011;1099;144.68;150.24;135.34
25.03.2011;1088;130.92;163.90;106.33
26.03.2011;1219;103.26;108.36;108.46
27.03.2011;521;101.73;139.45;95.17
28.03.2011;804;131.84;164.30;116.48
29.03.2011;911;196.35;239.25;181.42
30.03.2011;953;125.13;187.12;92.49
31.03.2011;971;126.23;142.84;124.82
01.04.2011;1000;125.88;151.91;104.67
02.04.2011;1159;65.74;68.38;61.79
03.04.2011;552;72.01;95.72;69.86
04.04.2011;829;71.93;119.51;19.94
05.04.2011;897;103.40;117.81;85.98
06.04.2011;940;130.39;203.76;82.05
07.04.2011;1021;74.62;77.63;70.14
08.04.2011;1016;84.77;110.51;65.07
09.04.2011;1211;51.97;54.54;40.94
10.04.2011;535;74.30;111.11;30.89
11.04.2011;772;98.69;154.00;42.82
12.04.2011;900;88.34;95.40;79.57
13.04.2011;891;111.53;118.60;123.66
14.04.2011;958;110.65;130.99;92.01
15.04.2011;992;86.82;99.87;66.64
16.04.2011;1232;67.22;85.78;40.24
17.04.2011;549;30.17;48.12;10.03
18.04.2011;800;86.95;123.84;48.20
19.04.2011;857;96.63;84.77;102.85
20.04.2011;902;80.79;95.19;73.29
21.04.2011;986;117.59;133.97;106.16
22.04.2011;934;81.57;120.21;41.29
23.04.2011;1121;73.88;76.59;78.63
24.04.2011;494;93.88;120.33;66.91
25.04.2011;805;78.18;98.46;75.28
26.04.2011;828;144.02;127.63;166.33
27.04.2011;903;124.73;168.23;103.71
28.04.2011;959;110.53;130.86;74.68
29.04.2011;1010;68.88;78.47;54.54
30.04.2011;900;114.10;132.09;128.54
01.05.2011;572;69.49;92.37;57.79
02.05.2011;776;115.26;178.74;78.09
03.05.2011;886;269.19;357.82;230.06
